,id,cid,dsn,cmpdname,srccmpd,srccmpdname,srccmpdurl,srctarget,srctargetname,srctargeturl,protacxn,protname,geneid,genename,taxid,taxname,action,actname,actvalue,evids,evurls,pmids,dois,citations
0,67806,985,Therapeutic Target Database (TTD),Palmitic Acid,D02TVS,Hexadecanoic acid,https://idrblab.net/ttd/data/drug/details/D02TVS,T10091,Rhodopsin (RHO),https://idrblab.net/ttd/data/target/details/T10091,P08100,Rhodopsin,6010.0,RHO,9606.0,Homo sapiens (human),Inhibitor,,,,,,,
1,82184,985,IUPHAR/BPS Guide to PHARMACOLOGY,Palmitic Acid,1055,palmitic acid,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=1055,225,FFA1 receptor,https://guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=225,O14842,Free fatty acid receptor 1,2864.0,FFAR1,9606.0,Homo sapiens (human),Full agonist,pEC50,3.8 - 5.3,PMID:12496284|PMID:12565875|PMID:12629551,https://www.ncbi.nlm.nih.gov/pubmed/12496284|https://www.ncbi.nlm.nih.gov/pubmed/12565875|https://www.ncbi.nlm.nih.gov/pubmed/12629551,12496284|12565875|12629551,,
2,92284,985,Comparative Toxicogenomics Database (CTD),Palmitic Acid,D019308,Palmitic Acid,https://ctdbase.org/detail.go?type=chem&acc=D019308,836,CASP3,https://ctdbase.org/detail.go?type=gene&acc=836,,,836.0,CASP3,10116.0,Rattus norvegicus (Norway rat),Geniposide inhibits the reaction [palmitic acid results in increased expression of and results in increased activity of CASP3 protein]|palmitic acid results in increased expression of and results in increased activity of CASP3 protein,,,PMID:22819839,https://www.ncbi.nlm.nih.gov/pubmed/22819839,22819839,,
3,92285,985,Comparative Toxicogenomics Database (CTD),Palmitic Acid,D019308,Palmitic Acid,https://ctdbase.org/detail.go?type=chem&acc=D019308,836,CASP3,https://ctdbase.org/detail.go?type=gene&acc=836,,,836.0,CASP3,10116.0,Rattus norvegicus (Norway rat),[T0901317 co-treated with alitretinoin] promotes the reaction [palmitic acid results in increased activity of CASP3 protein]|t0901317 promotes the reaction [palmitic acid results in increased activity of CASP3 protein]|palmitic acid results in increased activity of CASP3 protein,,,PMID:17194744,https://www.ncbi.nlm.nih.gov/pubmed/17194744,17194744,,
4,92410,985,Comparative Toxicogenomics Database (CTD),Palmitic Acid,D019308,Palmitic Acid,https://ctdbase.org/detail.go?type=chem&acc=D019308,836,CASP3,https://ctdbase.org/detail.go?type=gene&acc=836,,,836.0,CASP3,10116.0,Rattus norvegicus (Norway rat),SCD1 protein inhibits the reaction [palmitic acid results in increased activity of CASP3 protein]|palmitic acid results in increased cleavage of and results in increased activity of CASP3 protein,,,PMID:22413010,https://www.ncbi.nlm.nih.gov/pubmed/22413010,22413010,,
5,92411,985,Comparative Toxicogenomics Database (CTD),Palmitic Acid,D019308,Palmitic Acid,https://ctdbase.org/detail.go?type=chem&acc=D019308,836,CASP3,https://ctdbase.org/detail.go?type=gene&acc=836,,,836.0,CASP3,10116.0,Rattus norvegicus (Norway rat),SQSTM1 protein affects the reaction [palmitic acid results in increased cleavage of CASP3 protein]|palmitic acid results in increased cleavage of CASP3 protein,,,PMID:34774660,https://www.ncbi.nlm.nih.gov/pubmed/34774660,34774660,,
6,92412,985,Comparative Toxicogenomics Database (CTD),Palmitic Acid,D019308,Palmitic Acid,https://ctdbase.org/detail.go?type=chem&acc=D019308,836,CASP3,https://ctdbase.org/detail.go?type=gene&acc=836,,,836.0,CASP3,10116.0,Rattus norvegicus (Norway rat),Palmitic acid results in increased expression of CASP3 protein,,,PMID:30259999|PMID:33604948,https://www.ncbi.nlm.nih.gov/pubmed/30259999|https://www.ncbi.nlm.nih.gov/pubmed/33604948,30259999|33604948,,
7,92413,985,Comparative Toxicogenomics Database (CTD),Palmitic Acid,D019308,Palmitic Acid,https://ctdbase.org/detail.go?type=chem&acc=D019308,836,CASP3,https://ctdbase.org/detail.go?type=gene&acc=836,,,836.0,CASP3,10116.0,Rattus norvegicus (Norway rat),Palmitic acid results in increased expression of CASP3 protein modified form,,,PMID:32278738|PMID:34897970,https://www.ncbi.nlm.nih.gov/pubmed/32278738|https://www.ncbi.nlm.nih.gov/pubmed/34897970,32278738|34897970,,
8,92414,985,Comparative Toxicogenomics Database (CTD),Palmitic Acid,D019308,Palmitic Acid,https://ctdbase.org/detail.go?type=chem&acc=D019308,840,CASP7,https://ctdbase.org/detail.go?type=gene&acc=840,,,840.0,CASP7,9606.0,Homo sapiens (human),Palmitic acid promotes the reaction [clomipramine results in increased activity of CASP7 protein]|palmitic acid promotes the reaction [risperidone results in increased activity of CASP7 protein]|palmitic acid promotes the reaction [clozapine results in increased activity of CASP7 protein]|palmitic acid promotes the reaction [nefazodone results in increased activity of CASP7 protein]|palmitic acid promotes the reaction [dipyridamole results in increased activity of CASP7 protein]|palmitic acid promotes the reaction [alpidem results in increased activity of CASP7 protein]|palmitic acid promotes the reaction [nortriptyline results in increased activity of CASP7 protein]|palmitic acid promotes the reaction [estrone results in increased activity of CASP7 protein]|palmitic acid promotes the reaction [imipramine results in increased activity of CASP7 protein]|palmitic acid promotes the reaction [pyrimethamine results in increased activity of CASP7 protein]|palmitic acid promotes the reaction [fluoxetine results in increased activity of CASP7 protein]|palmitic acid promotes the reaction [loratadine results in increased activity of CASP7 protein]|palmitic acid promotes the reaction [mitoxantrone results in increased activity of CASP7 protein]|palmitic acid promotes the reaction [fipexide results in increased activity of CASP7 protein]|palmitic acid promotes the reaction [cyclosporine results in increased activity of CASP7 protein]|palmitic acid promotes the reaction [fluvoxamine results in increased activity of CASP7 protein]|palmitic acid promotes the reaction [ticlopidine results in increased activity of CASP7 protein]|palmitic acid promotes the reaction [troglitazone results in increased activity of CASP7 protein]|palmitic acid promotes the reaction [zileuton results in increased activity of CASP7 protein]|palmitic acid promotes the reaction [spironolactone results in increased activity of CASP7 protein]|palmitic acid promotes the reaction [nimodipine results in increased activity of CASP7 protein]|palmitic acid promotes the reaction [riluzole results in increased activity of CASP7 protein]|palmitic acid promotes the reaction [phentolamine results in increased activity of CASP7 protein]|palmitic acid promotes the reaction [flecainide results in increased activity of CASP7 protein],,,PMID:22700542,https://www.ncbi.nlm.nih.gov/pubmed/22700542,22700542,,
9,92415,985,Comparative Toxicogenomics Database (CTD),Palmitic Acid,D019308,Palmitic Acid,https://ctdbase.org/detail.go?type=chem&acc=D019308,840,CASP7,https://ctdbase.org/detail.go?type=gene&acc=840,,,840.0,CASP7,10116.0,Rattus norvegicus (Norway rat),Palmitic acid results in increased activity of CASP7 protein,,,PMID:17194744|PMID:22413010,https://www.ncbi.nlm.nih.gov/pubmed/17194744|https://www.ncbi.nlm.nih.gov/pubmed/22413010,17194744|22413010,,
