,id,cid,dsn,cmpdname,srccmpd,srccmpdname,srccmpdurl,srctarget,srctargetname,srctargeturl,protacxn,protname,geneid,genename,taxid,taxname,action,actname,actvalue,evids,evurls,pmids,dois,citations
0,1359198,637566,Drug Gene Interaction database (DGIdb),Geraniol,,GERANIOL,https://www.dgidb.org/drugs/GERANIOL,,ALOX15,https://www.dgidb.org/genes/ALOX15,,,246,ALOX15,9606,Homo sapiens (human),,,,,,,,
1,1375064,637566,Therapeutic Target Database (TTD),Geraniol,D0Q4GB,geraniol,https://idrblab.net/ttd/data/drug/details/D0Q4GB,T41955,Long transient receptor potential channel 8 (TRPM8),https://idrblab.net/ttd/data/target/details/T41955,Q7Z2W7,Transient receptor potential cation channel subfamily M member 8,79054,TRPM8,9606,Homo sapiens (human),Activator,,,,,,,
2,1439788,637566,Comparative Toxicogenomics Database (CTD),Geraniol,C007836,geraniol,https://ctdbase.org/detail.go?type=chem&acc=C007836,1244,ABCC2,https://ctdbase.org/detail.go?type=gene&acc=1244,,,1244,ABCC2,10116,Rattus norvegicus (Norway rat),Geraniol inhibits the reaction [fructose results in decreased expression of ABCC2 protein]|geraniol inhibits the reaction [fructose results in decreased expression of ABCC2 mrna],,,PMID:31005848,https://www.ncbi.nlm.nih.gov/pubmed/31005848,31005848,,
3,1439789,637566,Comparative Toxicogenomics Database (CTD),Geraniol,C007836,geraniol,https://ctdbase.org/detail.go?type=chem&acc=C007836,31,ACACA,https://ctdbase.org/detail.go?type=gene&acc=31,,,31,ACACA,10090,Mus musculus (house mouse),Geraniol results in decreased expression of ACACA mRNA,,,PMID:26141755,https://www.ncbi.nlm.nih.gov/pubmed/26141755,26141755,,
4,1439918,637566,Comparative Toxicogenomics Database (CTD),Geraniol,C007836,geraniol,https://ctdbase.org/detail.go?type=chem&acc=C007836,43,ACHE,https://ctdbase.org/detail.go?type=gene&acc=43,,,43,ACHE,7227,Drosophila melanogaster (fruit fly),Geraniol inhibits the reaction [acrylamide results in increased expression of ACHE protein],,,PMID:24231732,https://www.ncbi.nlm.nih.gov/pubmed/24231732,24231732,,
5,1439919,637566,Comparative Toxicogenomics Database (CTD),Geraniol,C007836,geraniol,https://ctdbase.org/detail.go?type=chem&acc=C007836,43,ACHE,https://ctdbase.org/detail.go?type=gene&acc=43,,,43,ACHE,8005,Electrophorus electricus (electric eel),Geraniol results in increased activity of ACHE protein,,,PMID:25636489,https://www.ncbi.nlm.nih.gov/pubmed/25636489,25636489,,
6,1439920,637566,Comparative Toxicogenomics Database (CTD),Geraniol,C007836,geraniol,https://ctdbase.org/detail.go?type=chem&acc=C007836,43,ACHE,https://ctdbase.org/detail.go?type=gene&acc=43,,,43,ACHE,10116,Rattus norvegicus (Norway rat),Geraniol inhibits the reaction [acrylamide results in increased activity of ACHE protein],,,PMID:25199698,https://www.ncbi.nlm.nih.gov/pubmed/25199698,25199698,,
7,1439921,637566,Comparative Toxicogenomics Database (CTD),Geraniol,C007836,geraniol,https://ctdbase.org/detail.go?type=chem&acc=C007836,43,ACHE,https://ctdbase.org/detail.go?type=gene&acc=43,,,43,ACHE,10116,Rattus norvegicus (Norway rat),Geraniol inhibits the reaction [streptozocin results in increased activity of ACHE protein],,,PMID:24752916,https://www.ncbi.nlm.nih.gov/pubmed/24752916,24752916,,
8,1439922,637566,Comparative Toxicogenomics Database (CTD),Geraniol,C007836,geraniol,https://ctdbase.org/detail.go?type=chem&acc=C007836,59,ACTA2,https://ctdbase.org/detail.go?type=gene&acc=59,,,59,ACTA2,10116,Rattus norvegicus (Norway rat),Geraniol inhibits the reaction [[methionine deficiency co-treated with choline deficiency] results in increased expression of ACTA2 mrna],,,PMID:26695085,https://www.ncbi.nlm.nih.gov/pubmed/26695085,26695085,,
9,1439923,637566,Comparative Toxicogenomics Database (CTD),Geraniol,C007836,geraniol,https://ctdbase.org/detail.go?type=chem&acc=C007836,86,ACTL6A,https://ctdbase.org/detail.go?type=gene&acc=86,,,86,ACTL6A,9606,Homo sapiens (human),Geraniol results in decreased expression of ACTL6A mRNA,,,PMID:27683099,https://www.ncbi.nlm.nih.gov/pubmed/27683099,27683099,,
