,id,cid,dsn,cmpdname,srccmpd,srccmpdname,srccmpdurl,srctarget,srctargetname,srctargeturl,protacxn,protname,geneid,genename,taxid,taxname,action,actname,actvalue,evids,evurls,pmids,dois,citations
0,1366632,5280445,BindingDB,Luteolin,7459,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-chromen-4-one",https://www.bindingdb.org/rwd/bind/chemsearch/marvin/MolStructure.jsp?monomerid=7459,822,Spike glycoprotein S2 subunit,https://www.bindingdb.org/rwd/jsp/dbsearch/PrimarySearch_ki.jsp?tag=pol&polymerid=822,,,,,,,,,,PMID:32852058,https://www.ncbi.nlm.nih.gov/pubmed/32852058,32852058,,
1,1366713,5280445,Drug Gene Interaction database (DGIdb),Luteolin,,LUTEOLIN,https://www.dgidb.org/drugs/LUTEOLIN,,GPR35,https://www.dgidb.org/genes/GPR35,,,2859.0,GPR35,9606.0,Homo sapiens (human),,,,,,,,
2,1377853,5280445,Drug Gene Interaction database (DGIdb),Luteolin,,LUTEOLIN,https://www.dgidb.org/drugs/LUTEOLIN,,RECQL,https://www.dgidb.org/genes/RECQL,,,5965.0,RECQL,9606.0,Homo sapiens (human),,,,,,,,
3,1377854,5280445,Drug Gene Interaction database (DGIdb),Luteolin,,LUTEOLIN,https://www.dgidb.org/drugs/LUTEOLIN,,SMN1,https://www.dgidb.org/genes/SMN1,,,6606.0,SMN1,9606.0,Homo sapiens (human),,,,,,,,
4,1377855,5280445,Drug Gene Interaction database (DGIdb),Luteolin,,LUTEOLIN,https://www.dgidb.org/drugs/LUTEOLIN,,CYP1A2,https://www.dgidb.org/genes/CYP1A2,,,1544.0,CYP1A2,9606.0,Homo sapiens (human),,,,,,,,
5,1377856,5280445,Comparative Toxicogenomics Database (CTD),Luteolin,D047311,Luteolin,https://ctdbase.org/detail.go?type=chem&acc=D047311,5243,ABCB1,https://ctdbase.org/detail.go?type=gene&acc=5243,,,5243.0,ABCB1,9606.0,Homo sapiens (human),Luteolin results in decreased expression of ABCB1 protein|luteolin inhibits the reaction [ABCB1 protein results in decreased uptake of daunorubicin]|luteolin results in increased activity of ABCB1 protein,,,PMID:34217736,https://www.ncbi.nlm.nih.gov/pubmed/34217736,34217736,,
6,1377857,5280445,Comparative Toxicogenomics Database (CTD),Luteolin,D047311,Luteolin,https://ctdbase.org/detail.go?type=chem&acc=D047311,4363,ABCC1,https://ctdbase.org/detail.go?type=gene&acc=4363,,,4363.0,ABCC1,9606.0,Homo sapiens (human),Luteolin results in decreased activity of ABCC1 protein,,,PMID:15670588,https://www.ncbi.nlm.nih.gov/pubmed/15670588,15670588,,
7,1377858,5280445,Comparative Toxicogenomics Database (CTD),Luteolin,D047311,Luteolin,https://ctdbase.org/detail.go?type=chem&acc=D047311,1244,ABCC2,https://ctdbase.org/detail.go?type=gene&acc=1244,,,1244.0,ABCC2,10090.0,Mus musculus (house mouse),Luteolin inhibits the reaction [cisplatin results in increased expression of ABCC2 protein]|[luteolin co-treated with cisplatin] results in increased expression of ABCC2 protein,,,PMID:23770416,https://www.ncbi.nlm.nih.gov/pubmed/23770416,23770416,,
8,1377859,5280445,Comparative Toxicogenomics Database (CTD),Luteolin,D047311,Luteolin,https://ctdbase.org/detail.go?type=chem&acc=D047311,10257,ABCC4,https://ctdbase.org/detail.go?type=gene&acc=10257,,,10257.0,ABCC4,10090.0,Mus musculus (house mouse),Luteolin inhibits the reaction [cisplatin results in increased expression of ABCC4 protein],,,PMID:23770416,https://www.ncbi.nlm.nih.gov/pubmed/23770416,23770416,,
9,1377860,5280445,Comparative Toxicogenomics Database (CTD),Luteolin,D047311,Luteolin,https://ctdbase.org/detail.go?type=chem&acc=D047311,9429,ABCG2,https://ctdbase.org/detail.go?type=gene&acc=9429,,,9429.0,ABCG2,9606.0,Homo sapiens (human),Luteolin affects the activity of ABCG2 protein,,,PMID:20403331,https://www.ncbi.nlm.nih.gov/pubmed/20403331,20403331,,
