,id,cid,dsn,cmpdname,srccmpd,srccmpdname,srccmpdurl,srctarget,srctargetname,srctargeturl,protacxn,protname,geneid,genename,taxid,taxname,action,actname,actvalue,evids,evurls,pmids,dois,citations
0,631798,10251,IUPHAR/BPS Guide to PHARMACOLOGY,Flavanone,408,flavanone,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=408,21,A3 receptor,https://guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=21,P0DMS8,Adenosine receptor A3,140,ADORA3,9606,Homo sapiens (human),Antagonist,pKi,4.3,PMID:8691424,https://www.ncbi.nlm.nih.gov/pubmed/8691424,8691424,,
1,631799,10251,Drug Gene Interaction database (DGIdb),Flavanone,,FLAVANONE,https://www.dgidb.org/drugs/FLAVANONE,,ADORA3,https://www.dgidb.org/genes/ADORA3,,,140,ADORA3,9606,Homo sapiens (human),Antagonist,,,,,,,
2,659346,10251,Drug Gene Interaction database (DGIdb),Flavanone,,FLAVANONE,https://www.dgidb.org/drugs/FLAVANONE,,HPGD,https://www.dgidb.org/genes/HPGD,,,3248,HPGD,9606,Homo sapiens (human),,,,,,,,
3,680320,10251,Drug Gene Interaction database (DGIdb),Flavanone,,FLAVANONE,https://www.dgidb.org/drugs/FLAVANONE,,ALOX15,https://www.dgidb.org/genes/ALOX15,,,246,ALOX15,9606,Homo sapiens (human),,,,,,,,
4,748338,10251,Drug Gene Interaction database (DGIdb),Flavanone,,FLAVANONE,https://www.dgidb.org/drugs/FLAVANONE,,HSD11B1,https://www.dgidb.org/genes/HSD11B1,,,3290,HSD11B1,9606,Homo sapiens (human),,,,,,,,
5,841021,10251,Drug Gene Interaction database (DGIdb),Flavanone,,FLAVANONE,https://www.dgidb.org/drugs/FLAVANONE,,TARDBP,https://www.dgidb.org/genes/TARDBP,,,23435,TARDBP,9606,Homo sapiens (human),,,,,,,,
6,841022,10251,Drug Gene Interaction database (DGIdb),Flavanone,,FLAVANONE,https://www.dgidb.org/drugs/FLAVANONE,,TP53,https://www.dgidb.org/genes/TP53,,,7157,TP53,9606,Homo sapiens (human),,,,,,,,
7,841023,10251,IUPHAR/BPS Guide to PHARMACOLOGY,Flavanone,408,flavanone,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=408,18,A1 receptor,https://guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=18,P25099,Adenosine receptor A1,29290,Adora1,10116,Rattus norvegicus (Norway rat),Antagonist,pKi,4.5,PMID:8691424,https://www.ncbi.nlm.nih.gov/pubmed/8691424,8691424,,
8,866245,10251,Drug Gene Interaction database (DGIdb),Flavanone,,FLAVANONE,https://www.dgidb.org/drugs/FLAVANONE,,MAOB,https://www.dgidb.org/genes/MAOB,,,4129,MAOB,9606,Homo sapiens (human),,,,,,,,
9,866246,10251,Drug Gene Interaction database (DGIdb),Flavanone,,FLAVANONE,https://www.dgidb.org/drugs/FLAVANONE,,POLK,https://www.dgidb.org/genes/POLK,,,51426,POLK,9606,Homo sapiens (human),,,,,,,,
