,id,cid,dsn,cmpdname,srccmpd,srccmpdname,srccmpdurl,srctarget,srctargetname,srctargeturl,protacxn,protname,geneid,genename,taxid,taxname,action,actname,actvalue,evids,evurls,pmids,dois,citations
0,1195349,124052,Drug Gene Interaction database (DGIdb),Glabridin,,GLABRIDIN,https://www.dgidb.org/drugs/GLABRIDIN,,BRCA1,https://www.dgidb.org/genes/BRCA1,,,672,BRCA1,9606,Homo sapiens (human),,,,,,,,
1,1231323,124052,Comparative Toxicogenomics Database (CTD),Glabridin,C107601,glabridin,https://ctdbase.org/detail.go?type=chem&acc=C107601,5243.0,ABCB1,https://ctdbase.org/detail.go?type=gene&acc=5243,,,5243,ABCB1,9606,Homo sapiens (human),[glabridin affects the activity of ABCB1 protein] which results in increased abundance of daunorubicin,,,PMID:18204840,https://www.ncbi.nlm.nih.gov/pubmed/18204840,18204840.0,,
2,1231324,124052,Comparative Toxicogenomics Database (CTD),Glabridin,C107601,glabridin,https://ctdbase.org/detail.go?type=chem&acc=C107601,581.0,BAX,https://ctdbase.org/detail.go?type=gene&acc=581,,,581,BAX,9606,Homo sapiens (human),Glabridin results in increased expression of BAX protein|acetylcysteine inhibits the reaction [glabridin results in increased expression of BAX protein]|2-amino-6-chloro-alpha-cyano-3-(ethoxycarbonyl)-4H-1-benzopyran-4-acetic acid ethyl ester inhibits the reaction [glabridin results in increased expression of BAX protein],,,PMID:36029289,https://www.ncbi.nlm.nih.gov/pubmed/36029289,36029289.0,,
3,1231325,124052,Comparative Toxicogenomics Database (CTD),Glabridin,C107601,glabridin,https://ctdbase.org/detail.go?type=chem&acc=C107601,581.0,BAX,https://ctdbase.org/detail.go?type=gene&acc=581,,,581,BAX,10090,Mus musculus (house mouse),[glabridin co-treated with paclitaxel] results in increased expression of BAX protein,,,PMID:37419298,https://www.ncbi.nlm.nih.gov/pubmed/37419298,37419298.0,,
4,1231326,124052,Comparative Toxicogenomics Database (CTD),Glabridin,C107601,glabridin,https://ctdbase.org/detail.go?type=chem&acc=C107601,596.0,BCL2,https://ctdbase.org/detail.go?type=gene&acc=596,,,596,BCL2,9606,Homo sapiens (human),Glabridin results in decreased expression of BCL2 protein|2-amino-6-chloro-alpha-cyano-3-(ethoxycarbonyl)-4H-1-benzopyran-4-acetic acid ethyl ester inhibits the reaction [glabridin results in decreased expression of BCL2 protein]|acetylcysteine inhibits the reaction [glabridin results in decreased expression of BCL2 protein],,,PMID:36029289,https://www.ncbi.nlm.nih.gov/pubmed/36029289,36029289.0,,
5,1231327,124052,Comparative Toxicogenomics Database (CTD),Glabridin,C107601,glabridin,https://ctdbase.org/detail.go?type=chem&acc=C107601,596.0,BCL2,https://ctdbase.org/detail.go?type=gene&acc=596,,,596,BCL2,10090,Mus musculus (house mouse),[glabridin co-treated with paclitaxel] results in decreased expression of BCL2 protein,,,PMID:37419298,https://www.ncbi.nlm.nih.gov/pubmed/37419298,37419298.0,,
6,1231328,124052,Comparative Toxicogenomics Database (CTD),Glabridin,C107601,glabridin,https://ctdbase.org/detail.go?type=chem&acc=C107601,836.0,CASP3,https://ctdbase.org/detail.go?type=gene&acc=836,,,836,CASP3,9606,Homo sapiens (human),Acetylcysteine inhibits the reaction [glabridin results in increased activity of CASP3 protein]|glabridin results in increased activity of CASP3 protein|2-amino-6-chloro-alpha-cyano-3-(ethoxycarbonyl)-4H-1-benzopyran-4-acetic acid ethyl ester inhibits the reaction [glabridin results in increased activity of CASP3 protein],,,PMID:36029289,https://www.ncbi.nlm.nih.gov/pubmed/36029289,36029289.0,,
7,1231329,124052,Comparative Toxicogenomics Database (CTD),Glabridin,C107601,glabridin,https://ctdbase.org/detail.go?type=chem&acc=C107601,841.0,CASP8,https://ctdbase.org/detail.go?type=gene&acc=841,,,841,CASP8,9606,Homo sapiens (human),Glabridin results in increased cleavage of CASP8 protein,,,PMID:29663662,https://www.ncbi.nlm.nih.gov/pubmed/29663662,29663662.0,,
8,1231330,124052,Comparative Toxicogenomics Database (CTD),Glabridin,C107601,glabridin,https://ctdbase.org/detail.go?type=chem&acc=C107601,842.0,CASP9,https://ctdbase.org/detail.go?type=gene&acc=842,,,842,CASP9,9606,Homo sapiens (human),Glabridin results in increased cleavage of CASP9 protein,,,PMID:29663662,https://www.ncbi.nlm.nih.gov/pubmed/29663662,29663662.0,,
9,1231331,124052,Comparative Toxicogenomics Database (CTD),Glabridin,C107601,glabridin,https://ctdbase.org/detail.go?type=chem&acc=C107601,842.0,CASP9,https://ctdbase.org/detail.go?type=gene&acc=842,,,842,CASP9,10090,Mus musculus (house mouse),[glabridin co-treated with paclitaxel] results in decreased expression of CASP9 protein|[glabridin co-treated with paclitaxel] results in increased cleavage of CASP9 protein,,,PMID:37419298,https://www.ncbi.nlm.nih.gov/pubmed/37419298,37419298.0,,
10,1231509,124052,Comparative Toxicogenomics Database (CTD),Glabridin,C107601,glabridin,https://ctdbase.org/detail.go?type=chem&acc=C107601,999.0,CDH1,https://ctdbase.org/detail.go?type=gene&acc=999,,,999,CDH1,10090,Mus musculus (house mouse),[glabridin co-treated with paclitaxel] results in increased expression of CDH1 protein,,,PMID:37419298,https://www.ncbi.nlm.nih.gov/pubmed/37419298,37419298.0,,
