,id,cid,dsn,cmpdname,srccmpd,srccmpdname,srccmpdurl,srctarget,srctargetname,srctargeturl,protacxn,protname,geneid,genename,taxid,taxname,action,actname,actvalue,evids,evurls,pmids,dois,citations
0,1186027,163263,Comparative Toxicogenomics Database (CTD),Sclareol,C070760,sclareol,https://ctdbase.org/detail.go?type=chem&acc=C070760,54.0,ACP5,https://ctdbase.org/detail.go?type=gene&acc=54,,,54,ACP5,10090,Mus musculus (house mouse),Sclareol inhibits the reaction [TNFSF11 protein results in increased expression of ACP5 mrna]|sclareol results in decreased expression of ACP5 mrna|sclareol results in decreased expression of ACP5 protein|sclareol inhibits the reaction [TNFSF11 protein results in increased expression of ACP5 protein],,,PMID:33423118,https://www.ncbi.nlm.nih.gov/pubmed/33423118,33423118.0,,
1,1186028,163263,Comparative Toxicogenomics Database (CTD),Sclareol,C070760,sclareol,https://ctdbase.org/detail.go?type=chem&acc=C070760,207.0,AKT1,https://ctdbase.org/detail.go?type=gene&acc=207,,,207,AKT1,9606,Homo sapiens (human),Sclareol results in decreased expression of and results in decreased phosphorylation of AKT1 protein,,,PMID:33164868,https://www.ncbi.nlm.nih.gov/pubmed/33164868,33164868.0,,
2,1186029,163263,Comparative Toxicogenomics Database (CTD),Sclareol,C070760,sclareol,https://ctdbase.org/detail.go?type=chem&acc=C070760,207.0,AKT1,https://ctdbase.org/detail.go?type=gene&acc=207,,,207,AKT1,10090,Mus musculus (house mouse),Sclareol results in decreased phosphorylation of AKT1 protein,,,PMID:33423118,https://www.ncbi.nlm.nih.gov/pubmed/33423118,33423118.0,,
3,1186030,163263,Comparative Toxicogenomics Database (CTD),Sclareol,C070760,sclareol,https://ctdbase.org/detail.go?type=chem&acc=C070760,245972.0,ATP6V0D2,https://ctdbase.org/detail.go?type=gene&acc=245972,,,245972,ATP6V0D2,10090,Mus musculus (house mouse),Sclareol inhibits the reaction [TNFSF11 protein results in increased expression of ATP6V0D2 mrna]|sclareol results in decreased expression of ATP6V0D2 mRNA,,,PMID:33423118,https://www.ncbi.nlm.nih.gov/pubmed/33423118,33423118.0,,
4,1186031,163263,Comparative Toxicogenomics Database (CTD),Sclareol,C070760,sclareol,https://ctdbase.org/detail.go?type=chem&acc=C070760,632.0,BGLAP,https://ctdbase.org/detail.go?type=gene&acc=632,,,632,BGLAP,10090,Mus musculus (house mouse),Sclareol results in increased expression of BGLAP mRNA,,,PMID:33423118,https://www.ncbi.nlm.nih.gov/pubmed/33423118,33423118.0,,
5,1186032,163263,Comparative Toxicogenomics Database (CTD),Sclareol,C070760,sclareol,https://ctdbase.org/detail.go?type=chem&acc=C070760,3491.0,CCN1,https://ctdbase.org/detail.go?type=gene&acc=3491,,,3491,CCN1,10090,Mus musculus (house mouse),Sclareol results in increased expression of CCN1 protein|sclareol inhibits the reaction [TNFSF11 protein results in decreased expression of CCN1 protein]|sclareol results in increased expression of CCN1 mrna|[sclareol co-treated with SB 203580] results in increased expression of CCN1 protein,,,PMID:33423118,https://www.ncbi.nlm.nih.gov/pubmed/33423118,33423118.0,,
6,1186033,163263,Comparative Toxicogenomics Database (CTD),Sclareol,C070760,sclareol,https://ctdbase.org/detail.go?type=chem&acc=C070760,1513.0,CTSK,https://ctdbase.org/detail.go?type=gene&acc=1513,,,1513,CTSK,10090,Mus musculus (house mouse),Sclareol results in decreased expression of CTSK protein|sclareol inhibits the reaction [TNFSF11 protein results in increased expression of CTSK protein]|sclareol inhibits the reaction [TNFSF11 protein results in increased expression of CTSK mrna]|sclareol results in decreased expression of CTSK mRNA,,,PMID:33423118,https://www.ncbi.nlm.nih.gov/pubmed/33423118,33423118.0,,
7,1186034,163263,Comparative Toxicogenomics Database (CTD),Sclareol,C070760,sclareol,https://ctdbase.org/detail.go?type=chem&acc=C070760,81501.0,DCSTAMP,https://ctdbase.org/detail.go?type=gene&acc=81501,,,81501,DCSTAMP,10090,Mus musculus (house mouse),Sclareol inhibits the reaction [TNFSF11 protein results in increased expression of DCSTAMP mrna]|sclareol results in decreased expression of DCSTAMP mRNA,,,PMID:33423118,https://www.ncbi.nlm.nih.gov/pubmed/33423118,33423118.0,,
8,1186179,163263,Comparative Toxicogenomics Database (CTD),Sclareol,C070760,sclareol,https://ctdbase.org/detail.go?type=chem&acc=C070760,2067.0,ERCC1,https://ctdbase.org/detail.go?type=gene&acc=2067,,,2067,ERCC1,9606,Homo sapiens (human),Sclareol results in decreased expression of ERCC1 protein|[sclareol co-treated with cisplatin] results in decreased expression of ERCC1 protein,,,PMID:33164868,https://www.ncbi.nlm.nih.gov/pubmed/33164868,33164868.0,,
9,1186180,163263,Comparative Toxicogenomics Database (CTD),Sclareol,C070760,sclareol,https://ctdbase.org/detail.go?type=chem&acc=C070760,2353.0,FOS,https://ctdbase.org/detail.go?type=gene&acc=2353,,,2353,FOS,9606,Homo sapiens (human),Sclareol results in decreased expression of FOS protein,,,PMID:33164868,https://www.ncbi.nlm.nih.gov/pubmed/33164868,33164868.0,,
