, id,cid,dsn,cmpdname,srccmpd,srccmpdname,srccmpdurl,srctarget,srctargetname,srctargeturl,protacxn,protname,geneid,genename,taxid,taxname,action,actname,actvalue,evids,evurls,pmids,dois,citations
0,861142,14985,Comparative Toxicogenomics Database (CTD),Alpha-Tocopherol,D014810,Vitamin E,https://ctdbase.org/detail.go?type=chem&acc=D014810,5743,PTGS2,https://ctdbase.org/detail.go?type=gene&acc=5743,,,5743,PTGS2,10116,Rattus norvegicus (Norway rat),Vitamin E inhibits the reaction [[sodium bisulfite co-treated with sodium sulfite] results in increased expression of PTGS2 protein],,,PMID:21873648,https://www.ncbi.nlm.nih.gov/pubmed/21873648,21873648,,
1,861143,14985,Comparative Toxicogenomics Database (CTD),Alpha-Tocopherol,D014810,Vitamin E,https://ctdbase.org/detail.go?type=chem&acc=D014810,5743,PTGS2,https://ctdbase.org/detail.go?type=gene&acc=5743,,,5743,PTGS2,10116,Rattus norvegicus (Norway rat),Vitamin E inhibits the reaction [vehicle emissions results in increased expression of PTGS2 mrna],,,PMID:18234736,https://www.ncbi.nlm.nih.gov/pubmed/18234736,18234736,,
2,861144,14985,Comparative Toxicogenomics Database (CTD),Alpha-Tocopherol,D014810,Vitamin E,https://ctdbase.org/detail.go?type=chem&acc=D014810,5763,PTMS,https://ctdbase.org/detail.go?type=gene&acc=5763,,,5763,PTMS,9606,Homo sapiens (human),Vitamin E results in increased expression of PTMS mRNA,,,PMID:19244175,https://www.ncbi.nlm.nih.gov/pubmed/19244175,19244175,,
3,861145,14985,Comparative Toxicogenomics Database (CTD),Alpha-Tocopherol,D014810,Vitamin E,https://ctdbase.org/detail.go?type=chem&acc=D014810,7803,PTP4A1,https://ctdbase.org/detail.go?type=gene&acc=7803,,,7803,PTP4A1,9606,Homo sapiens (human),Vitamin E results in decreased expression of PTP4A1 mRNA,,,PMID:19244175,https://www.ncbi.nlm.nih.gov/pubmed/19244175,19244175,,
4,861146,14985,Comparative Toxicogenomics Database (CTD),Alpha-Tocopherol,D014810,Vitamin E,https://ctdbase.org/detail.go?type=chem&acc=D014810,5524,PTPA,https://ctdbase.org/detail.go?type=gene&acc=5524,,,5524,PTPA,9606,Homo sapiens (human),[selenium co-treated with vitamin E] results in increased expression of PTPA mrna|vitamin E results in increased expression of PTPA mRNA,,,PMID:19244175,https://www.ncbi.nlm.nih.gov/pubmed/19244175,19244175,,
5,861147,14985,Comparative Toxicogenomics Database (CTD),Alpha-Tocopherol,D014810,Vitamin E,https://ctdbase.org/detail.go?type=chem&acc=D014810,5777,PTPN6,https://ctdbase.org/detail.go?type=gene&acc=5777,,,5777,PTPN6,9606,Homo sapiens (human),[selenium co-treated with vitamin E] results in increased expression of PTPN6 mrna|vitamin E results in increased expression of PTPN6 mRNA,,,PMID:19244175,https://www.ncbi.nlm.nih.gov/pubmed/19244175,19244175,,
6,861148,14985,Comparative Toxicogenomics Database (CTD),Alpha-Tocopherol,D014810,Vitamin E,https://ctdbase.org/detail.go?type=chem&acc=D014810,5789,PTPRD,https://ctdbase.org/detail.go?type=gene&acc=5789,,,5789,PTPRD,9606,Homo sapiens (human),Vitamin E results in decreased expression of PTPRD mRNA,,,PMID:19244175,https://www.ncbi.nlm.nih.gov/pubmed/19244175,19244175,,
7,861149,14985,Comparative Toxicogenomics Database (CTD),Alpha-Tocopherol,D014810,Vitamin E,https://ctdbase.org/detail.go?type=chem&acc=D014810,5800,PTPRO,https://ctdbase.org/detail.go?type=gene&acc=5800,,,5800,PTPRO,9606,Homo sapiens (human),Vitamin E results in decreased expression of PTPRO mRNA,,,PMID:19244175,https://www.ncbi.nlm.nih.gov/pubmed/19244175,19244175,,
8,861150,14985,Comparative Toxicogenomics Database (CTD),Alpha-Tocopherol,D014810,Vitamin E,https://ctdbase.org/detail.go?type=chem&acc=D014810,43664,PTX1,https://ctdbase.org/detail.go?type=gene&acc=43664,,,43664,Ptx1,9606,Homo sapiens (human),[selenium co-treated with vitamin E] results in decreased expression of PTX1 mrna|vitamin E results in decreased expression of PTX1 mRNA,,,PMID:19244175,https://www.ncbi.nlm.nih.gov/pubmed/19244175,19244175,,
9,861345,14985,Comparative Toxicogenomics Database (CTD),Alpha-Tocopherol,D014810,Vitamin E,https://ctdbase.org/detail.go?type=chem&acc=D014810,22827,PUF60,https://ctdbase.org/detail.go?type=gene&acc=22827,,,22827,PUF60,9606,Homo sapiens (human),Vitamin E results in increased expression of PUF60 mRNA,,,PMID:19244175,https://www.ncbi.nlm.nih.gov/pubmed/19244175,19244175,,
10,861346,14985,Comparative Toxicogenomics Database (CTD),Alpha-Tocopherol,D014810,Vitamin E,https://ctdbase.org/detail.go?type=chem&acc=D014810,11137,PWP1,https://ctdbase.org/detail.go?type=gene&acc=11137,,,11137,PWP1,9606,Homo sapiens (human),[selenium co-treated with vitamin E] results in decreased expression of PWP1 mrna|vitamin E results in decreased expression of PWP1 mRNA,,,PMID:19244175,https://www.ncbi.nlm.nih.gov/pubmed/19244175,19244175,,
11,861347,14985,Comparative Toxicogenomics Database (CTD),Alpha-Tocopherol,D014810,Vitamin E,https://ctdbase.org/detail.go?type=chem&acc=D014810,7837,PXDN,https://ctdbase.org/detail.go?type=gene&acc=7837,,,7837,PXDN,9606,Homo sapiens (human),Vitamin E results in decreased expression of PXDN mRNA,,,PMID:19244175,https://www.ncbi.nlm.nih.gov/pubmed/19244175,19244175,,
12,861348,14985,Comparative Toxicogenomics Database (CTD),Alpha-Tocopherol,D014810,Vitamin E,https://ctdbase.org/detail.go?type=chem&acc=D014810,11264,PXMP4,https://ctdbase.org/detail.go?type=gene&acc=11264,,,11264,PXMP4,10116,Rattus norvegicus (Norway rat),Vitamin E results in increased expression of PXMP4 mRNA,,,PMID:28923436,https://www.ncbi.nlm.nih.gov/pubmed/28923436,28923436,,
13,861349,14985,Comparative Toxicogenomics Database (CTD),Alpha-Tocopherol,D014810,Vitamin E,https://ctdbase.org/detail.go?type=chem&acc=D014810,65263,PYCR3,https://ctdbase.org/detail.go?type=gene&acc=65263,,,65263,PYCR3,9606,Homo sapiens (human),[selenium co-treated with vitamin E] results in decreased expression of PYCR3 mrna|vitamin E results in decreased expression of PYCR3 mRNA,,,PMID:19244175,https://www.ncbi.nlm.nih.gov/pubmed/19244175,19244175,,
