, id,cid,dsn,cmpdname,srccmpd,srccmpdname,srccmpdurl,srctarget,srctargetname,srctargeturl,protacxn,protname,geneid,genename,taxid,taxname,action,actname,actvalue,evids,evurls,pmids,dois,citations
0,252271,2537,IUPHAR/BPS Guide to PHARMACOLOGY,Camphor,2422,camphor,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=2422,509,TRPV3,https://guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=509,Q8K424,Transient receptor potential cation channel subfamily V member 3,246788,Trpv3,10090,Mus musculus (house mouse),Full agonist,pEC50,2.0,PMID:15746429,https://www.ncbi.nlm.nih.gov/pubmed/15746429,15746429,,
1,252272,2537,IUPHAR/BPS Guide to PHARMACOLOGY,Camphor,2422,camphor,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=2422,507,TRPV1,https://guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=507,Q8NER1,Transient receptor potential cation channel subfamily V member 1,7442,TRPV1,9606,Homo sapiens (human),,,6.35,,,,,
2,252273,2537,IUPHAR/BPS Guide to PHARMACOLOGY,Camphor,2422,camphor,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=2422,485,TRPA1,https://guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=485,Q8BLA8,Transient receptor potential cation channel subfamily A member 1,277328,Trpa1,10090,Mus musculus (house mouse),Antagonist,pIC50,4.2,PMID:16829128,https://www.ncbi.nlm.nih.gov/pubmed/16829128,16829128,,
3,361955,2537,Comparative Toxicogenomics Database (CTD),Camphor,D002164,Camphor,https://ctdbase.org/detail.go?type=chem&acc=D002164,43,ACHE,https://ctdbase.org/detail.go?type=gene&acc=43,,,43,ACHE,8005,Electrophorus electricus (electric eel),Camphor results in increased activity of ACHE protein,,,PMID:25636489,https://www.ncbi.nlm.nih.gov/pubmed/25636489,25636489,,
4,361956,2537,Comparative Toxicogenomics Database (CTD),Camphor,D002164,Camphor,https://ctdbase.org/detail.go?type=chem&acc=D002164,1278,COL1A2,https://ctdbase.org/detail.go?type=gene&acc=1278,,,1278,COL1A2,10090,Mus musculus (house mouse),Camphor analog affects the expression of COL1A2 mRNA,,,PMID:24704097,https://www.ncbi.nlm.nih.gov/pubmed/24704097,24704097,,
5,361957,2537,Comparative Toxicogenomics Database (CTD),Camphor,D002164,Camphor,https://ctdbase.org/detail.go?type=chem&acc=D002164,24300,CYP2B1,https://ctdbase.org/detail.go?type=gene&acc=24300,,,24300,Cyp2b1,10116,Rattus norvegicus (Norway rat),Camphor results in decreased activity of CYP2B1 protein,,,PMID:9242356,https://www.ncbi.nlm.nih.gov/pubmed/9242356,9242356,,
6,362148,2537,Comparative Toxicogenomics Database (CTD),Camphor,D002164,Camphor,https://ctdbase.org/detail.go?type=chem&acc=D002164,1555,CYP2B6,https://ctdbase.org/detail.go?type=gene&acc=1555,,,1555,CYP2B6,9606,Homo sapiens (human),Camphor inhibits the reaction [CYP2B6 protein results in increased hydrolysis of bupropion],,,PMID:18611395,https://www.ncbi.nlm.nih.gov/pubmed/18611395,18611395,,
7,362149,2537,Comparative Toxicogenomics Database (CTD),Camphor,D002164,Camphor,https://ctdbase.org/detail.go?type=chem&acc=D002164,1555,CYP2B6,https://ctdbase.org/detail.go?type=gene&acc=1555,,,1555,CYP2B6,9606,Homo sapiens (human),Camphor binds to CYP2B6 protein,,,PMID:29723517,https://www.ncbi.nlm.nih.gov/pubmed/29723517,29723517,,
8,362150,2537,Comparative Toxicogenomics Database (CTD),Camphor,D002164,Camphor,https://ctdbase.org/detail.go?type=chem&acc=D002164,2099,ESR1,https://ctdbase.org/detail.go?type=gene&acc=2099,,,2099,ESR1,9606,Homo sapiens (human),Camphor binds to and results in increased activity of ESR1 protein,,,PMID:27633901,https://www.ncbi.nlm.nih.gov/pubmed/27633901,27633901,,
9,362151,2537,Comparative Toxicogenomics Database (CTD),Camphor,D002164,Camphor,https://ctdbase.org/detail.go?type=chem&acc=D002164,2554,GABRA1,https://ctdbase.org/detail.go?type=gene&acc=2554,,,2554,GABRA1,9606,Homo sapiens (human),Camphor promotes the reaction [gamma-aminobutyric acid results in increased activity of [GABRA1 protein binds to GABRB2 protein binds to GABRG2 protein]],,,PMID:15588619,https://www.ncbi.nlm.nih.gov/pubmed/15588619,15588619,,
