,id,cid,dsn,cmpdname,srccmpd,srccmpdname,srccmpdurl,srctarget,srctargetname,srctargeturl,protacxn,protname,geneid,genename,taxid,taxname,action,actname,actvalue,evids,evurls,pmids,dois,citations
0,1323785,24502,Comparative Toxicogenomics Database (CTD),Potassium Dichromate,D011192,Potassium Dichromate,https://ctdbase.org/detail.go?type=chem&acc=D011192,58510,PRODH2,https://ctdbase.org/detail.go?type=gene&acc=58510,,,58510,PRODH2,10090,Mus musculus (house mouse),Potassium dichromate results in decreased expression of PRODH2 mRNA,,,PMID:23608068,https://www.ncbi.nlm.nih.gov/pubmed/23608068,23608068,,
1,1324171,37248,Comparative Toxicogenomics Database (CTD),"2,2',5,5'-Tetrachlorobiphenyl",C009407,"2,5,2',5'-tetrachlorobiphenyl",https://ctdbase.org/detail.go?type=chem&acc=C009407,56971,CEACAM19,https://ctdbase.org/detail.go?type=gene&acc=56971,,,56971,CEACAM19,9606,Homo sapiens (human),"2,5,2',5'-tetrachlorobiphenyl results in increased expression of CEACAM19 mRNA",,,PMID:36804509,https://www.ncbi.nlm.nih.gov/pubmed/36804509,36804509,,
2,1324172,37248,Comparative Toxicogenomics Database (CTD),"2,2',5,5'-Tetrachlorobiphenyl",C009407,"2,5,2',5'-tetrachlorobiphenyl",https://ctdbase.org/detail.go?type=chem&acc=C009407,27443,CECR2,https://ctdbase.org/detail.go?type=gene&acc=27443,,,27443,CECR2,10090,Mus musculus (house mouse),"[2,4,4'-trichlorobiphenyl co-treated with 2,5,2',5'-tetrachlorobiphenyl co-treated with 2,4,5,2',5'-pentachlorobiphenyl co-treated with 2,2',3',4,4',5-hexachlorobiphenyl co-treated with 2,4,5,2',4',5'-hexachlorobiphenyl co-treated with PCB 180] results in increased expression of CECR2 mRNA",,,PMID:25510870,https://www.ncbi.nlm.nih.gov/pubmed/25510870,25510870,,
3,1324173,37248,Comparative Toxicogenomics Database (CTD),"2,2',5,5'-Tetrachlorobiphenyl",C009407,"2,5,2',5'-tetrachlorobiphenyl",https://ctdbase.org/detail.go?type=chem&acc=C009407,1990,CELA1,https://ctdbase.org/detail.go?type=gene&acc=1990,,,1990,CELA1,10090,Mus musculus (house mouse),"[2,4,4'-trichlorobiphenyl co-treated with 2,5,2',5'-tetrachlorobiphenyl co-treated with 2,4,5,2',5'-pentachlorobiphenyl co-treated with 2,2',3',4,4',5-hexachlorobiphenyl co-treated with 2,4,5,2',4',5'-hexachlorobiphenyl co-treated with PCB 180] results in decreased expression of CELA1 mRNA",,,PMID:25510870,https://www.ncbi.nlm.nih.gov/pubmed/25510870,25510870,,
4,1324174,37248,Comparative Toxicogenomics Database (CTD),"2,2',5,5'-Tetrachlorobiphenyl",C009407,"2,5,2',5'-tetrachlorobiphenyl",https://ctdbase.org/detail.go?type=chem&acc=C009407,10658,CELF1,https://ctdbase.org/detail.go?type=gene&acc=10658,,,10658,CELF1,10090,Mus musculus (house mouse),"[2,4,4'-trichlorobiphenyl co-treated with 2,5,2',5'-tetrachlorobiphenyl co-treated with 2,4,5,2',5'-pentachlorobiphenyl co-treated with 2,2',3',4,4',5-hexachlorobiphenyl co-treated with 2,4,5,2',4',5'-hexachlorobiphenyl co-treated with PCB 180] results in increased expression of CELF1 mRNA",,,PMID:25510870,https://www.ncbi.nlm.nih.gov/pubmed/25510870,25510870,,
5,1324175,37248,Comparative Toxicogenomics Database (CTD),"2,2',5,5'-Tetrachlorobiphenyl",C009407,"2,5,2',5'-tetrachlorobiphenyl",https://ctdbase.org/detail.go?type=chem&acc=C009407,1952,CELSR2,https://ctdbase.org/detail.go?type=gene&acc=1952,,,1952,CELSR2,10090,Mus musculus (house mouse),"[2,4,4'-trichlorobiphenyl co-treated with 2,5,2',5'-tetrachlorobiphenyl co-treated with 2,4,5,2',5'-pentachlorobiphenyl co-treated with 2,2',3',4,4',5-hexachlorobiphenyl co-treated with 2,4,5,2',4',5'-hexachlorobiphenyl co-treated with PCB 180] results in increased expression of CELSR2 mRNA",,,PMID:25510870,https://www.ncbi.nlm.nih.gov/pubmed/25510870,25510870,,
6,1324176,37248,Comparative Toxicogenomics Database (CTD),"2,2',5,5'-Tetrachlorobiphenyl",C009407,"2,5,2',5'-tetrachlorobiphenyl",https://ctdbase.org/detail.go?type=chem&acc=C009407,1951,CELSR3,https://ctdbase.org/detail.go?type=gene&acc=1951,,,1951,CELSR3,10090,Mus musculus (house mouse),"[2,4,4'-trichlorobiphenyl co-treated with 2,5,2',5'-tetrachlorobiphenyl co-treated with 2,4,5,2',5'-pentachlorobiphenyl co-treated with 2,2',3',4,4',5-hexachlorobiphenyl co-treated with 2,4,5,2',4',5'-hexachlorobiphenyl co-treated with PCB 180] results in increased expression of CELSR3 mRNA",,,PMID:25510870,https://www.ncbi.nlm.nih.gov/pubmed/25510870,25510870,,
7,1324005,39676,Comparative Toxicogenomics Database (CTD),Vinclozolin,C025643,vinclozolin,https://ctdbase.org/detail.go?type=chem&acc=C025643,3162,HMOX1,https://ctdbase.org/detail.go?type=gene&acc=3162,,,3162,HMOX1,10116,Rattus norvegicus (Norway rat),Vinclozolin affects the expression of HMOX1 mRNA,,,PMID:23869203,https://www.ncbi.nlm.nih.gov/pubmed/23869203,23869203,,
8,1323779,39929,Comparative Toxicogenomics Database (CTD),"2,3,7,8-Tetrachlorodibenzofuran",C014211,"2,3,7,8-tetrachlorodibenzofuran",https://ctdbase.org/detail.go?type=chem&acc=C014211,2583,B4GALNT1,https://ctdbase.org/detail.go?type=gene&acc=2583,,,2583,B4GALNT1,10116,Rattus norvegicus (Norway rat),"2,3,7,8-tetrachlorodibenzofuran results in decreased expression of B4GALNT1 mRNA",,,PMID:32109520,https://www.ncbi.nlm.nih.gov/pubmed/32109520,32109520,,
9,1323780,39929,Comparative Toxicogenomics Database (CTD),"2,3,7,8-Tetrachlorodibenzofuran",C014211,"2,3,7,8-tetrachlorodibenzofuran",https://ctdbase.org/detail.go?type=chem&acc=C014211,60468,BACH2,https://ctdbase.org/detail.go?type=gene&acc=60468,,,60468,BACH2,10116,Rattus norvegicus (Norway rat),"2,3,7,8-tetrachlorodibenzofuran results in decreased expression of BACH2 mRNA",,,PMID:32109520,https://www.ncbi.nlm.nih.gov/pubmed/32109520,32109520,,
10,1323781,39929,Comparative Toxicogenomics Database (CTD),"2,3,7,8-Tetrachlorodibenzofuran",C014211,"2,3,7,8-tetrachlorodibenzofuran",https://ctdbase.org/detail.go?type=chem&acc=C014211,10458,BAIAP2,https://ctdbase.org/detail.go?type=gene&acc=10458,,,10458,BAIAP2,10116,Rattus norvegicus (Norway rat),"2,3,7,8-tetrachlorodibenzofuran results in decreased expression of BAIAP2 mRNA",,,PMID:32109520,https://www.ncbi.nlm.nih.gov/pubmed/32109520,32109520,,
11,1323782,39929,Comparative Toxicogenomics Database (CTD),"2,3,7,8-Tetrachlorodibenzofuran",C014211,"2,3,7,8-tetrachlorodibenzofuran",https://ctdbase.org/detail.go?type=chem&acc=C014211,8424,BBOX1,https://ctdbase.org/detail.go?type=gene&acc=8424,,,8424,BBOX1,10116,Rattus norvegicus (Norway rat),"2,3,7,8-tetrachlorodibenzofuran results in decreased expression of BBOX1 mRNA",,,PMID:21724226,https://www.ncbi.nlm.nih.gov/pubmed/21724226,21724226,,
12,1323783,39929,Comparative Toxicogenomics Database (CTD),"2,3,7,8-Tetrachlorodibenzofuran",C014211,"2,3,7,8-tetrachlorodibenzofuran",https://ctdbase.org/detail.go?type=chem&acc=C014211,79738,BBS10,https://ctdbase.org/detail.go?type=gene&acc=79738,,,79738,BBS10,10116,Rattus norvegicus (Norway rat),"2,3,7,8-tetrachlorodibenzofuran results in increased expression of BBS10 mRNA",,,PMID:32109520,https://www.ncbi.nlm.nih.gov/pubmed/32109520,32109520,,
13,1323784,39929,Comparative Toxicogenomics Database (CTD),"2,3,7,8-Tetrachlorodibenzofuran",C014211,"2,3,7,8-tetrachlorodibenzofuran",https://ctdbase.org/detail.go?type=chem&acc=C014211,63827,BCAN,https://ctdbase.org/detail.go?type=gene&acc=63827,,,63827,BCAN,10116,Rattus norvegicus (Norway rat),"2,3,7,8-tetrachlorodibenzofuran results in decreased expression of BCAN mRNA",,,PMID:32109520,https://www.ncbi.nlm.nih.gov/pubmed/32109520,32109520,,
14,1324006,40585,Comparative Toxicogenomics Database (CTD),Deltamethrin,C017180,decamethrin,https://ctdbase.org/detail.go?type=chem&acc=C017180,94235,GNG8,https://ctdbase.org/detail.go?type=gene&acc=94235,,,94235,GNG8,10090,Mus musculus (house mouse),Decamethrin results in decreased expression of GNG8 mRNA,,,PMID:37019170,https://www.ncbi.nlm.nih.gov/pubmed/37019170,37019170,,
15,1324007,40585,Comparative Toxicogenomics Database (CTD),Deltamethrin,C017180,decamethrin,https://ctdbase.org/detail.go?type=chem&acc=C017180,94235,GNG8,https://ctdbase.org/detail.go?type=gene&acc=94235,,,94235,GNG8,10090,Mus musculus (house mouse),Decamethrin results in increased expression of GNG8 mRNA,,,PMID:34520793,https://www.ncbi.nlm.nih.gov/pubmed/34520793,34520793,,
16,1324008,40585,Comparative Toxicogenomics Database (CTD),Deltamethrin,C017180,decamethrin,https://ctdbase.org/detail.go?type=chem&acc=C017180,2794,GNL1,https://ctdbase.org/detail.go?type=gene&acc=2794,,,2794,GNL1,10090,Mus musculus (house mouse),Decamethrin results in increased expression of GNL1 mRNA,,,PMID:37019170,https://www.ncbi.nlm.nih.gov/pubmed/37019170,37019170,,
17,1324009,40585,Comparative Toxicogenomics Database (CTD),Deltamethrin,C017180,decamethrin,https://ctdbase.org/detail.go?type=chem&acc=C017180,2794,GNL1,https://ctdbase.org/detail.go?type=gene&acc=2794,,,2794,GNL1,10116,Rattus norvegicus (Norway rat),[cypermethrin co-treated with decamethrin co-treated with fenvalerate co-treated with cyhalothrin co-treated with allethrins] results in decreased expression of GNL1 protein,,,PMID:34896426,https://www.ncbi.nlm.nih.gov/pubmed/34896426,34896426,,
18,1324010,40585,Comparative Toxicogenomics Database (CTD),Deltamethrin,C017180,decamethrin,https://ctdbase.org/detail.go?type=chem&acc=C017180,29889,GNL2,https://ctdbase.org/detail.go?type=gene&acc=29889,,,29889,GNL2,10090,Mus musculus (house mouse),Decamethrin results in decreased expression of GNL2 mRNA,,,PMID:37019170,https://www.ncbi.nlm.nih.gov/pubmed/37019170,37019170,,
19,1324011,40585,Comparative Toxicogenomics Database (CTD),Deltamethrin,C017180,decamethrin,https://ctdbase.org/detail.go?type=chem&acc=C017180,26354,GNL3,https://ctdbase.org/detail.go?type=gene&acc=26354,,,26354,GNL3,10090,Mus musculus (house mouse),Decamethrin results in decreased expression of GNL3 mRNA,,,PMID:37019170,https://www.ncbi.nlm.nih.gov/pubmed/37019170,37019170,,
20,1324012,40585,Comparative Toxicogenomics Database (CTD),Deltamethrin,C017180,decamethrin,https://ctdbase.org/detail.go?type=chem&acc=C017180,8443,GNPAT,https://ctdbase.org/detail.go?type=gene&acc=8443,,,8443,GNPAT,10090,Mus musculus (house mouse),Decamethrin results in decreased expression of GNPAT mRNA,,,PMID:37019170,https://www.ncbi.nlm.nih.gov/pubmed/37019170,37019170,,
21,1324013,40585,Comparative Toxicogenomics Database (CTD),Deltamethrin,C017180,decamethrin,https://ctdbase.org/detail.go?type=chem&acc=C017180,10007,GNPDA1,https://ctdbase.org/detail.go?type=gene&acc=10007,,,10007,GNPDA1,10090,Mus musculus (house mouse),Decamethrin results in increased expression of GNPDA1 mRNA,,,PMID:34520793,https://www.ncbi.nlm.nih.gov/pubmed/34520793,34520793,,
22,1324014,40585,Comparative Toxicogenomics Database (CTD),Deltamethrin,C017180,decamethrin,https://ctdbase.org/detail.go?type=chem&acc=C017180,64841,GNPNAT1,https://ctdbase.org/detail.go?type=gene&acc=64841,,,64841,GNPNAT1,10090,Mus musculus (house mouse),Decamethrin results in increased expression of GNPNAT1 mRNA,,,PMID:34520793,https://www.ncbi.nlm.nih.gov/pubmed/34520793,34520793,,
