,id,cid,dsn,cmpdname,srccmpd,srccmpdname,srccmpdurl,srctarget,srctargetname,srctargeturl,protacxn,protname,geneid,genename,taxid,taxname,action,actname,actvalue,evids,evurls,pmids,dois,citations
0,1309396,34526,Comparative Toxicogenomics Database (CTD),Pirimiphos-methyl,C014153,pirimiphos methyl,https://ctdbase.org/detail.go?type=chem&acc=C014153,4947,OAZ2,https://ctdbase.org/detail.go?type=gene&acc=4947,,,4947,OAZ2,8030,Salmo salar (Atlantic salmon),Pirimiphos methyl results in increased expression of OAZ2 mRNA,,,PMID:27845199,https://www.ncbi.nlm.nih.gov/pubmed/27845199,27845199,,
1,1309397,34526,Comparative Toxicogenomics Database (CTD),Pirimiphos-methyl,C014153,pirimiphos methyl,https://ctdbase.org/detail.go?type=chem&acc=C014153,170392,OIT3,https://ctdbase.org/detail.go?type=gene&acc=170392,,,170392,OIT3,8030,Salmo salar (Atlantic salmon),Pirimiphos methyl results in increased expression of OIT3 mRNA,,,PMID:27845199,https://www.ncbi.nlm.nih.gov/pubmed/27845199,27845199,,
2,1309398,34526,Comparative Toxicogenomics Database (CTD),Pirimiphos-methyl,C014153,pirimiphos methyl,https://ctdbase.org/detail.go?type=chem&acc=C014153,5019,OXCT1,https://ctdbase.org/detail.go?type=gene&acc=5019,,,5019,OXCT1,8030,Salmo salar (Atlantic salmon),Pirimiphos methyl results in increased expression of OXCT1 mRNA,,,PMID:27845199,https://www.ncbi.nlm.nih.gov/pubmed/27845199,27845199,,
3,1309399,34526,Comparative Toxicogenomics Database (CTD),Pirimiphos-methyl,C014153,pirimiphos methyl,https://ctdbase.org/detail.go?type=chem&acc=C014153,5034,P4HB,https://ctdbase.org/detail.go?type=gene&acc=5034,,,5034,P4HB,8030,Salmo salar (Atlantic salmon),Pirimiphos methyl results in increased expression of P4HB mRNA,,,PMID:27845199,https://www.ncbi.nlm.nih.gov/pubmed/27845199,27845199,,
4,1309400,34526,Comparative Toxicogenomics Database (CTD),Pirimiphos-methyl,C014153,pirimiphos methyl,https://ctdbase.org/detail.go?type=chem&acc=C014153,11315,PARK7,https://ctdbase.org/detail.go?type=gene&acc=11315,,,11315,PARK7,9606,Homo sapiens (human),Pirimiphos methyl results in decreased activity of PARK7 protein,,,PMID:36842454,https://www.ncbi.nlm.nih.gov/pubmed/36842454,36842454,,
5,1989807,16658679,BindingDB,1-(4-Chloro-7-(morpholinosulfonyl)isoquinolin-1-YL)guanidine,16135,1-guanidino-7-sulfonamidoisoquinoline 9,https://www.bindingdb.org/rwd/bind/chemsearch/marvin/MolStructure.jsp?monomerid=16135,5163,Urokinase-type plasminogen activator,https://www.bindingdb.org/rwd/jsp/dbsearch/PrimarySearch_ki.jsp?tag=pol&polymerid=5163,P00749,Urokinase-type plasminogen activator,5328,PLAU,9606,Homo sapiens (human),,Ki (nM),330.0,PMID:17447747|DOI:10.1021/jm061066t,https://www.ncbi.nlm.nih.gov/pubmed/17447747|https://doi.org/10.1021/jm061066t,17447747,10.1021/jm061066t,
6,1989808,16658740,BindingDB,1-Guanidino-7-sulfonamidoisoquinoline 15,16141,1-guanidino-7-sulfonamidoisoquinoline 15,https://www.bindingdb.org/rwd/bind/chemsearch/marvin/MolStructure.jsp?monomerid=16141,5163,Urokinase-type plasminogen activator,https://www.bindingdb.org/rwd/jsp/dbsearch/PrimarySearch_ki.jsp?tag=pol&polymerid=5163,P00749,Urokinase-type plasminogen activator,5328,PLAU,9606,Homo sapiens (human),,Ki (nM),43.0,PMID:17447747|DOI:10.1021/jm061066t,https://www.ncbi.nlm.nih.gov/pubmed/17447747|https://doi.org/10.1021/jm061066t,17447747,10.1021/jm061066t,
7,1992064,16682730,Comparative Toxicogenomics Database (CTD),Phenylmercuric acetate,D010662,Phenylmercuric Acetate,https://ctdbase.org/detail.go?type=chem&acc=D010662,284307,ZIK1,https://ctdbase.org/detail.go?type=gene&acc=284307,,,284307,ZIK1,9606,Homo sapiens (human),"[NOG protein co-treated with phenylmercuric acetate co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in decreased expression of ZIK1 mRNA",,,PMID:27188386,https://www.ncbi.nlm.nih.gov/pubmed/27188386,27188386,,
8,1992065,16682730,Comparative Toxicogenomics Database (CTD),Phenylmercuric acetate,D010662,Phenylmercuric Acetate,https://ctdbase.org/detail.go?type=chem&acc=D010662,284307,ZIK1,https://ctdbase.org/detail.go?type=gene&acc=284307,,,284307,ZIK1,9606,Homo sapiens (human),Phenylmercuric acetate results in decreased expression of ZIK1 mRNA,,,PMID:26272509,https://www.ncbi.nlm.nih.gov/pubmed/26272509,26272509,,
9,1992066,16682730,Comparative Toxicogenomics Database (CTD),Phenylmercuric acetate,D010662,Phenylmercuric Acetate,https://ctdbase.org/detail.go?type=chem&acc=D010662,64393,ZMAT3,https://ctdbase.org/detail.go?type=gene&acc=64393,,,64393,ZMAT3,9606,Homo sapiens (human),"[NOG protein co-treated with phenylmercuric acetate co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of ZMAT3 mRNA",,,PMID:27188386,https://www.ncbi.nlm.nih.gov/pubmed/27188386,27188386,,
