,id,cid,dsn,cmpdname,srccmpd,srccmpdname,srccmpdurl,srctarget,srctargetname,srctargeturl,protacxn,protname,geneid,genename,taxid,taxname,action,actname,actvalue,evids,evurls,pmids,dois,citations
0,242027,1983,Comparative Toxicogenomics Database (CTD),Acetaminophen,D000082,Acetaminophen,https://ctdbase.org/detail.go?type=chem&acc=D000082,26007,TKFC,https://ctdbase.org/detail.go?type=gene&acc=26007,,,26007.0,TKFC,10116.0,Rattus norvegicus (Norway rat),Acetaminophen results in decreased expression of TKFC mRNA,,,PMID:33387578,https://www.ncbi.nlm.nih.gov/pubmed/33387578,33387578,,
1,242028,1983,Comparative Toxicogenomics Database (CTD),Acetaminophen,D000082,Acetaminophen,https://ctdbase.org/detail.go?type=chem&acc=D000082,7086,TKT,https://ctdbase.org/detail.go?type=gene&acc=7086,,,7086.0,TKT,9606.0,Homo sapiens (human),Acetaminophen results in decreased expression of TKT mRNA,,,PMID:21420995,https://www.ncbi.nlm.nih.gov/pubmed/21420995,21420995,,
2,242029,1983,Comparative Toxicogenomics Database (CTD),Acetaminophen,D000082,Acetaminophen,https://ctdbase.org/detail.go?type=chem&acc=D000082,7086,TKT,https://ctdbase.org/detail.go?type=gene&acc=7086,,,7086.0,TKT,9606.0,Homo sapiens (human),Acetaminophen results in increased expression of TKT mRNA,,,PMID:22230336,https://www.ncbi.nlm.nih.gov/pubmed/22230336,22230336,,
3,242030,1983,Comparative Toxicogenomics Database (CTD),Acetaminophen,D000082,Acetaminophen,https://ctdbase.org/detail.go?type=chem&acc=D000082,7086,TKT,https://ctdbase.org/detail.go?type=gene&acc=7086,,,7086.0,TKT,10090.0,Mus musculus (house mouse),Acetaminophen affects the expression of TKT mRNA,,,PMID:17562736,https://www.ncbi.nlm.nih.gov/pubmed/17562736,17562736,,
4,242031,1983,Comparative Toxicogenomics Database (CTD),Acetaminophen,D000082,Acetaminophen,https://ctdbase.org/detail.go?type=chem&acc=D000082,7086,TKT,https://ctdbase.org/detail.go?type=gene&acc=7086,,,7086.0,TKT,10116.0,Rattus norvegicus (Norway rat),Acetaminophen results in decreased expression of TKT mRNA,,,PMID:33387578,https://www.ncbi.nlm.nih.gov/pubmed/33387578,33387578,,
5,242032,1983,Comparative Toxicogenomics Database (CTD),Acetaminophen,D000082,Acetaminophen,https://ctdbase.org/detail.go?type=chem&acc=D000082,7086,TKT,https://ctdbase.org/detail.go?type=gene&acc=7086,,,7086.0,TKT,10116.0,Rattus norvegicus (Norway rat),Acetaminophen results in increased expression of TKT mRNA,,,PMID:15084756|PMID:30723492,https://www.ncbi.nlm.nih.gov/pubmed/15084756|https://www.ncbi.nlm.nih.gov/pubmed/30723492,15084756|30723492,,
6,206364,2336,Comparative Toxicogenomics Database (CTD),Benzo[a]pyrene,D001564,Benzo(a)pyrene,https://ctdbase.org/detail.go?type=chem&acc=D001564,170961,ANKRD24,https://ctdbase.org/detail.go?type=gene&acc=170961,,,170961.0,ANKRD24,10090.0,Mus musculus (house mouse),Benzo(a)pyrene results in decreased expression of ANKRD24 mRNA,,,PMID:22228805,https://www.ncbi.nlm.nih.gov/pubmed/22228805,22228805,,
7,217621,2336,Comparative Toxicogenomics Database (CTD),Benzo[a]pyrene,D001564,Benzo(a)pyrene,https://ctdbase.org/detail.go?type=chem&acc=D001564,23768,FLRT2,https://ctdbase.org/detail.go?type=gene&acc=23768,,,23768.0,FLRT2,10090.0,Mus musculus (house mouse),Benzo(a)pyrene results in increased expression of FLRT2 mRNA,,,PMID:32417428,https://www.ncbi.nlm.nih.gov/pubmed/32417428,32417428,,
8,217622,2336,Comparative Toxicogenomics Database (CTD),Benzo[a]pyrene,D001564,Benzo(a)pyrene,https://ctdbase.org/detail.go?type=chem&acc=D001564,23767,FLRT3,https://ctdbase.org/detail.go?type=gene&acc=23767,,,23767.0,FLRT3,9606.0,Homo sapiens (human),Benzo(a)pyrene affects the expression of FLRT3 mRNA,,,PMID:21714911,https://www.ncbi.nlm.nih.gov/pubmed/21714911,21714911,,
9,217623,2336,Comparative Toxicogenomics Database (CTD),Benzo[a]pyrene,D001564,Benzo(a)pyrene,https://ctdbase.org/detail.go?type=chem&acc=D001564,23767,FLRT3,https://ctdbase.org/detail.go?type=gene&acc=23767,,,23767.0,FLRT3,9606.0,Homo sapiens (human),Benzo(a)pyrene results in decreased expression of FLRT3 mRNA,,,PMID:35870112,https://www.ncbi.nlm.nih.gov/pubmed/35870112,35870112,,
10,242033,2336,Comparative Toxicogenomics Database (CTD),Benzo[a]pyrene,D001564,Benzo(a)pyrene,https://ctdbase.org/detail.go?type=chem&acc=D001564,5991,RFX3,https://ctdbase.org/detail.go?type=gene&acc=5991,,,5991.0,RFX3,9606.0,Homo sapiens (human),Benzo(a)pyrene results in decreased methylation of RFX3 5' UTR,,,PMID:27901495,https://www.ncbi.nlm.nih.gov/pubmed/27901495,27901495,,
11,242034,2336,Comparative Toxicogenomics Database (CTD),Benzo[a]pyrene,D001564,Benzo(a)pyrene,https://ctdbase.org/detail.go?type=chem&acc=D001564,5991,RFX3,https://ctdbase.org/detail.go?type=gene&acc=5991,,,5991.0,RFX3,10090.0,Mus musculus (house mouse),Benzo(a)pyrene results in decreased expression of RFX3 mRNA,,,PMID:19770486,https://www.ncbi.nlm.nih.gov/pubmed/19770486,19770486,,
12,242035,2336,Comparative Toxicogenomics Database (CTD),Benzo[a]pyrene,D001564,Benzo(a)pyrene,https://ctdbase.org/detail.go?type=chem&acc=D001564,5992,RFX4,https://ctdbase.org/detail.go?type=gene&acc=5992,,,5992.0,RFX4,9606.0,Homo sapiens (human),Benzo(a)pyrene affects the methylation of RFX4 intron,,,PMID:30157460,https://www.ncbi.nlm.nih.gov/pubmed/30157460,30157460,,
13,242036,2336,Comparative Toxicogenomics Database (CTD),Benzo[a]pyrene,D001564,Benzo(a)pyrene,https://ctdbase.org/detail.go?type=chem&acc=D001564,5992,RFX4,https://ctdbase.org/detail.go?type=gene&acc=5992,,,5992.0,RFX4,9606.0,Homo sapiens (human),Benzo(a)pyrene results in decreased methylation of RFX4 exon|benzo(a)pyrene affects the methylation of RFX4 promoter,,,PMID:27901495,https://www.ncbi.nlm.nih.gov/pubmed/27901495,27901495,,
14,242037,2336,Comparative Toxicogenomics Database (CTD),Benzo[a]pyrene,D001564,Benzo(a)pyrene,https://ctdbase.org/detail.go?type=chem&acc=D001564,5992,RFX4,https://ctdbase.org/detail.go?type=gene&acc=5992,,,5992.0,RFX4,9606.0,Homo sapiens (human),Benzo(a)pyrene results in increased mutagenesis of RFX4 gene,,,PMID:25435355,https://www.ncbi.nlm.nih.gov/pubmed/25435355,25435355,,
15,242180,2336,Comparative Toxicogenomics Database (CTD),Benzo[a]pyrene,D001564,Benzo(a)pyrene,https://ctdbase.org/detail.go?type=chem&acc=D001564,23076,RRP1B,https://ctdbase.org/detail.go?type=gene&acc=23076,,,23076.0,RRP1B,9606.0,Homo sapiens (human),Benzo(a)pyrene results in increased methylation of RRP1B promoter,,,PMID:27901495,https://www.ncbi.nlm.nih.gov/pubmed/27901495,27901495,,
16,242181,2336,Comparative Toxicogenomics Database (CTD),Benzo[a]pyrene,D001564,Benzo(a)pyrene,https://ctdbase.org/detail.go?type=chem&acc=D001564,88745,RRP36,https://ctdbase.org/detail.go?type=gene&acc=88745,,,88745.0,RRP36,10090.0,Mus musculus (house mouse),Benzo(a)pyrene results in increased expression of RRP36 mRNA,,,PMID:19770486,https://www.ncbi.nlm.nih.gov/pubmed/19770486,19770486,,
17,284398,2336,Comparative Toxicogenomics Database (CTD),Benzo[a]pyrene,D001564,Benzo(a)pyrene,https://ctdbase.org/detail.go?type=chem&acc=D001564,4593,MUSK,https://ctdbase.org/detail.go?type=gene&acc=4593,,,4593.0,MUSK,10090.0,Mus musculus (house mouse),Benzo(a)pyrene results in increased methylation of MUSK intron|benzo(a)pyrene results in increased methylation of MUSK exon,,,PMID:27901495,https://www.ncbi.nlm.nih.gov/pubmed/27901495,27901495,,
18,241869,2537,Comparative Toxicogenomics Database (CTD),Camphor,D002164,Camphor,https://ctdbase.org/detail.go?type=chem&acc=D002164,7442,TRPV1,https://ctdbase.org/detail.go?type=gene&acc=7442,,,7442.0,TRPV1,9606.0,Homo sapiens (human),Camphor binds to and results in increased activity of TRPV1 protein,,,PMID:16617338,https://www.ncbi.nlm.nih.gov/pubmed/16617338,16617338,,
19,241870,2537,Comparative Toxicogenomics Database (CTD),Camphor,D002164,Camphor,https://ctdbase.org/detail.go?type=chem&acc=D002164,162514,TRPV3,https://ctdbase.org/detail.go?type=gene&acc=162514,,,162514.0,TRPV3,9606.0,Homo sapiens (human),Camphor results in increased activity of TRPV3 protein|isopentenyl pyrophosphate inhibits the reaction [camphor results in increased activity of TRPV3 protein],,,PMID:21353389,https://www.ncbi.nlm.nih.gov/pubmed/21353389,21353389,,
20,241871,2537,Comparative Toxicogenomics Database (CTD),Camphor,D002164,Camphor,https://ctdbase.org/detail.go?type=chem&acc=D002164,162514,TRPV3,https://ctdbase.org/detail.go?type=gene&acc=162514,,,162514.0,TRPV3,9606.0,Homo sapiens (human),Camphor binds to and results in increased activity of TRPV3 protein,,,PMID:16617338,https://www.ncbi.nlm.nih.gov/pubmed/16617338,16617338,,
21,241872,2540,Comparative Toxicogenomics Database (CTD),Candesartan Cilexetil,C077793,candesartan cilexetil,https://ctdbase.org/detail.go?type=chem&acc=C077793,59272,ACE2,https://ctdbase.org/detail.go?type=gene&acc=59272,,,59272.0,ACE2,10116.0,Rattus norvegicus (Norway rat),Candesartan cilexetil results in increased expression of ACE2 protein,,,PMID:22120037,https://www.ncbi.nlm.nih.gov/pubmed/22120037,22120037,,
22,241873,2540,Comparative Toxicogenomics Database (CTD),Candesartan Cilexetil,C077793,candesartan cilexetil,https://ctdbase.org/detail.go?type=chem&acc=C077793,183,AGT,https://ctdbase.org/detail.go?type=gene&acc=183,,,183.0,AGT,9606.0,Homo sapiens (human),Candesartan cilexetil inhibits the reaction [AGT protein results in increased expression of ICAM1 mrna]|candesartan cilexetil inhibits the reaction [AGT protein results in increased secretion of ICAM1 protein],,,PMID:10517737,https://www.ncbi.nlm.nih.gov/pubmed/10517737,10517737,,
23,241874,2540,Comparative Toxicogenomics Database (CTD),Candesartan Cilexetil,C077793,candesartan cilexetil,https://ctdbase.org/detail.go?type=chem&acc=C077793,183,AGT,https://ctdbase.org/detail.go?type=gene&acc=183,,,183.0,AGT,9606.0,Homo sapiens (human),Candesartan cilexetil results in decreased activity of AGT protein,,,PMID:15361886,https://www.ncbi.nlm.nih.gov/pubmed/15361886,15361886,,
