,id,cid,dsn,cmpdname,srccmpd,srccmpdname,srccmpdurl,srctarget,srctargetname,srctargeturl,protacxn,protname,geneid,genename,taxid,taxname,action,actname,actvalue,evids,evurls,pmids,dois,citations
0,349672,2730,Comparative Toxicogenomics Database (CTD),Chlorpyrifos,D004390,Chlorpyrifos,https://ctdbase.org/detail.go?type=chem&acc=D004390,317638,IGFBP1A,https://ctdbase.org/detail.go?type=gene&acc=317638,,,317638,igfbp1a,7955,Danio rerio (zebrafish),Chlorpyrifos results in decreased expression of IGFBP1A mRNA,,,PMID:36769379,https://www.ncbi.nlm.nih.gov/pubmed/36769379,36769379,,
1,349673,2730,Comparative Toxicogenomics Database (CTD),Chlorpyrifos,D004390,Chlorpyrifos,https://ctdbase.org/detail.go?type=chem&acc=D004390,317638,IGFBP1A,https://ctdbase.org/detail.go?type=gene&acc=317638,,,317638,igfbp1a,7955,Danio rerio (zebrafish),Chlorpyrifos results in increased expression of IGFBP1A mRNA,,,PMID:34571837|PMID:34748799,https://www.ncbi.nlm.nih.gov/pubmed/34571837|https://www.ncbi.nlm.nih.gov/pubmed/34748799,34571837|34748799,,
2,370467,3121,Comparative Toxicogenomics Database (CTD),Valproic Acid,D014635,Valproic Acid,https://ctdbase.org/detail.go?type=chem&acc=D014635,26009,ZZZ3,https://ctdbase.org/detail.go?type=gene&acc=26009,,,26009,ZZZ3,9606,Homo sapiens (human),Valproic acid results in decreased expression of ZZZ3 mRNA,,,PMID:23179753|PMID:27188386,https://www.ncbi.nlm.nih.gov/pubmed/23179753|https://www.ncbi.nlm.nih.gov/pubmed/27188386,23179753|27188386,,
3,472739,4943,Comparative Toxicogenomics Database (CTD),Propofol,D015742,Propofol,https://ctdbase.org/detail.go?type=chem&acc=D015742,100131726,FAM83A-AS1,https://ctdbase.org/detail.go?type=gene&acc=100131726,,,100131726,FAM83A-AS1,9606,Homo sapiens (human),Propofol results in decreased expression of FAM83A-AS1 mRNA,,,PMID:35238236,https://www.ncbi.nlm.nih.gov/pubmed/35238236,35238236,,
4,472740,4943,Comparative Toxicogenomics Database (CTD),Propofol,D015742,Propofol,https://ctdbase.org/detail.go?type=chem&acc=D015742,140846,FAM83C-AS1,https://ctdbase.org/detail.go?type=gene&acc=140846,,,140846,FAM83C-AS1,9606,Homo sapiens (human),Propofol results in increased expression of FAM83C-AS1 mRNA,,,PMID:35238236,https://www.ncbi.nlm.nih.gov/pubmed/35238236,35238236,,
5,472741,4943,Comparative Toxicogenomics Database (CTD),Propofol,D015742,Propofol,https://ctdbase.org/detail.go?type=chem&acc=D015742,100133036,FAM95B1,https://ctdbase.org/detail.go?type=gene&acc=100133036,,,100133036,FAM95B1,9606,Homo sapiens (human),Propofol results in decreased expression of FAM95B1 mRNA,,,PMID:35238236,https://www.ncbi.nlm.nih.gov/pubmed/35238236,35238236,,
6,472742,4943,Comparative Toxicogenomics Database (CTD),Propofol,D015742,Propofol,https://ctdbase.org/detail.go?type=chem&acc=D015742,100289137,FAM95C,https://ctdbase.org/detail.go?type=gene&acc=100289137,,,100289137,FAM95C,9606,Homo sapiens (human),Propofol results in decreased expression of FAM95C mRNA,,,PMID:35238236,https://www.ncbi.nlm.nih.gov/pubmed/35238236,35238236,,
7,472743,4943,Comparative Toxicogenomics Database (CTD),Propofol,D015742,Propofol,https://ctdbase.org/detail.go?type=chem&acc=D015742,387742,FAM99A,https://ctdbase.org/detail.go?type=gene&acc=387742,,,387742,FAM99A,9606,Homo sapiens (human),Propofol results in decreased expression of FAM99A mRNA,,,PMID:35238236,https://www.ncbi.nlm.nih.gov/pubmed/35238236,35238236,,
8,472744,4943,Comparative Toxicogenomics Database (CTD),Propofol,D015742,Propofol,https://ctdbase.org/detail.go?type=chem&acc=D015742,100132464,FAM99B,https://ctdbase.org/detail.go?type=gene&acc=100132464,,,100132464,FAM99B,9606,Homo sapiens (human),Propofol results in decreased expression of FAM99B mRNA,,,PMID:35238236,https://www.ncbi.nlm.nih.gov/pubmed/35238236,35238236,,
9,472745,4943,Comparative Toxicogenomics Database (CTD),Propofol,D015742,Propofol,https://ctdbase.org/detail.go?type=chem&acc=D015742,355,FAS,https://ctdbase.org/detail.go?type=gene&acc=355,,,355,FAS,10090,Mus musculus (house mouse),Propofol results in increased expression of FAS protein,,,PMID:21786383,https://www.ncbi.nlm.nih.gov/pubmed/21786383,21786383,,
10,472746,4943,Comparative Toxicogenomics Database (CTD),Propofol,D015742,Propofol,https://ctdbase.org/detail.go?type=chem&acc=D015742,283932,FBXL19-AS1,https://ctdbase.org/detail.go?type=gene&acc=283932,,,283932,FBXL19-AS1,9606,Homo sapiens (human),Propofol results in increased expression of FBXL19-AS1 mRNA,,,PMID:35238236,https://www.ncbi.nlm.nih.gov/pubmed/35238236,35238236,,
11,472747,4943,Comparative Toxicogenomics Database (CTD),Propofol,D015742,Propofol,https://ctdbase.org/detail.go?type=chem&acc=D015742,400550,FENDRR,https://ctdbase.org/detail.go?type=gene&acc=400550,,,400550,FENDRR,9606,Homo sapiens (human),Propofol results in decreased expression of FENDRR mRNA,,,PMID:35238236,https://www.ncbi.nlm.nih.gov/pubmed/35238236,35238236,,
12,472748,4943,Comparative Toxicogenomics Database (CTD),Propofol,D015742,Propofol,https://ctdbase.org/detail.go?type=chem&acc=D015742,283481,FGF14-AS2,https://ctdbase.org/detail.go?type=gene&acc=283481,,,283481,FGF14-AS2,9606,Homo sapiens (human),Propofol results in decreased expression of FGF14-AS2 mRNA,,,PMID:35238236,https://www.ncbi.nlm.nih.gov/pubmed/35238236,35238236,,
