, id,cid,dsn,cmpdname,srccmpd,srccmpdname,srccmpdurl,srctarget,srctargetname,srctargeturl,protacxn,protname,geneid,genename,taxid,taxname,action,actname,actvalue,evids,evurls,pmids,dois,citations
0,1545939,73398,Comparative Toxicogenomics Database (CTD),18alpha-Glycyrrhetinic acid,C119129,18alpha-glycyrrhetinic acid,https://ctdbase.org/detail.go?type=chem&acc=C119129,7124,TNF,https://ctdbase.org/detail.go?type=gene&acc=7124,,,7124,TNF,9606,Homo sapiens (human),18alpha-glycyrrhetinic acid inhibits the reaction [TNF protein results in increased expression of VEGFA mrna]|18alpha-glycyrrhetinic acid inhibits the reaction [TNF protein results in increased expression of and results in increased secretion of VEGFA protein]|18alpha-glycyrrhetinic acid inhibits the reaction [TNF protein results in increased activity of MMP9 protein]|18alpha-glycyrrhetinic acid inhibits the reaction [TNF protein results in increased phosphorylation of and results in increased degradation of NFKBIA protein]|18alpha-glycyrrhetinic acid inhibits the reaction [TNF protein results in decreased expression of RELA protein]|18alpha-glycyrrhetinic acid inhibits the reaction [TNF protein results in decreased expression of NFKB1 protein]|18alpha-glycyrrhetinic acid inhibits the reaction [TNF protein results in increased expression of MMP9 mrna],,,PMID:24613819,https://www.ncbi.nlm.nih.gov/pubmed/24613819,24613819,,
1,1545940,73398,Comparative Toxicogenomics Database (CTD),18alpha-Glycyrrhetinic acid,C119129,18alpha-glycyrrhetinic acid,https://ctdbase.org/detail.go?type=chem&acc=C119129,7124,TNF,https://ctdbase.org/detail.go?type=gene&acc=7124,,,7124,TNF,10090,Mus musculus (house mouse),"18alpha-glycyrrhetinic acid inhibits the reaction [lipopolysaccharide, escherichia coli O111 B4 results in increased secretion of TNF protein]",,,PMID:21644799,https://www.ncbi.nlm.nih.gov/pubmed/21644799,21644799,,
2,1546128,73398,Comparative Toxicogenomics Database (CTD),18alpha-Glycyrrhetinic acid,C119129,18alpha-glycyrrhetinic acid,https://ctdbase.org/detail.go?type=chem&acc=C119129,7124,TNF,https://ctdbase.org/detail.go?type=gene&acc=7124,,,7124,TNF,10116,Rattus norvegicus (Norway rat),18alpha-glycyrrhetinic acid inhibits the reaction [methotrexate results in increased expression of TNF protein],,,PMID:28414158,https://www.ncbi.nlm.nih.gov/pubmed/28414158,28414158,,
3,1546129,73398,Comparative Toxicogenomics Database (CTD),18alpha-Glycyrrhetinic acid,C119129,18alpha-glycyrrhetinic acid,https://ctdbase.org/detail.go?type=chem&acc=C119129,7422,VEGFA,https://ctdbase.org/detail.go?type=gene&acc=7422,,,7422,VEGFA,9606,Homo sapiens (human),18alpha-glycyrrhetinic acid inhibits the reaction [TNF protein results in increased expression of VEGFA mrna]|18alpha-glycyrrhetinic acid inhibits the reaction [TNF protein results in increased expression of and results in increased secretion of VEGFA protein],,,PMID:24613819,https://www.ncbi.nlm.nih.gov/pubmed/24613819,24613819,,
4,1546130,73398,Comparative Toxicogenomics Database (CTD),18alpha-Glycyrrhetinic acid,C119129,18alpha-glycyrrhetinic acid,https://ctdbase.org/detail.go?type=chem&acc=C119129,7494,XBP1,https://ctdbase.org/detail.go?type=gene&acc=7494,,,7494,XBP1,9606,Homo sapiens (human),18alpha-glycyrrhetinic acid inhibits the reaction [cadmium chloride results in increased expression of XBP1 protein alternative form],,,PMID:29444456,https://www.ncbi.nlm.nih.gov/pubmed/29444456,29444456,,
5,1546131,73398,Comparative Toxicogenomics Database (CTD),18alpha-Glycyrrhetinic acid,C119129,18alpha-glycyrrhetinic acid,https://ctdbase.org/detail.go?type=chem&acc=C119129,5155,PDGFB,https://ctdbase.org/detail.go?type=gene&acc=5155,,,5155,PDGFB,9606,Homo sapiens (human),18alpha-glycyrrhetinic acid inhibits the reaction [[PDGFB protein co-treated with PDGFB protein] results in increased expression of ROCK1 protein]|18alpha-glycyrrhetinic acid inhibits the reaction [[PDGFB protein co-treated with PDGFB protein] results in increased expression of RHOA mrna]|18alpha-glycyrrhetinic acid inhibits the reaction [[PDGFB protein co-treated with PDGFB protein] results in increased expression of ROCK1 mrna]|18alpha-glycyrrhetinic acid inhibits the reaction [[PDGFB protein co-treated with PDGFB protein] results in increased expression of ROCK2 mrna]|18alpha-glycyrrhetinic acid inhibits the reaction [[PDGFB protein co-treated with PDGFB protein] results in increased expression of ROCK2 protein]|18alpha-glycyrrhetinic acid inhibits the reaction [[PDGFB protein co-treated with PDGFB protein] results in increased expression of RHOA protein]|18alpha-glycyrrhetinic acid inhibits the reaction [[PDGFB protein co-treated with PDGFB protein] results in increased phosphorylation of PPP1R12A protein]|18alpha-glycyrrhetinic acid inhibits the reaction [[PDGFB protein co-treated with PDGFB protein] results in decreased expression of BAX protein]|18alpha-glycyrrhetinic acid inhibits the reaction [[PDGFB protein co-treated with PDGFB protein] results in increased expression of BCL2 protein]|18alpha-glycyrrhetinic acid inhibits the reaction [[PDGFB protein co-treated with PDGFB protein] results in decreased expression of CDKN1B protein],,,PMID:31325423,https://www.ncbi.nlm.nih.gov/pubmed/31325423,31325423,,
6,1546132,73398,Comparative Toxicogenomics Database (CTD),18alpha-Glycyrrhetinic acid,C119129,18alpha-glycyrrhetinic acid,https://ctdbase.org/detail.go?type=chem&acc=C119129,5293,PIK3CD,https://ctdbase.org/detail.go?type=gene&acc=5293,,,5293,PIK3CD,10090,Mus musculus (house mouse),18alpha-glycyrrhetinic acid results in decreased activity of PIK3CD protein,,,PMID:21644799,https://www.ncbi.nlm.nih.gov/pubmed/21644799,21644799,,
7,1546133,73398,Comparative Toxicogenomics Database (CTD),18alpha-Glycyrrhetinic acid,C119129,18alpha-glycyrrhetinic acid,https://ctdbase.org/detail.go?type=chem&acc=C119129,5294,PIK3CG,https://ctdbase.org/detail.go?type=gene&acc=5294,,,5294,PIK3CG,10090,Mus musculus (house mouse),18alpha-glycyrrhetinic acid results in decreased activity of PIK3CG protein,,,PMID:21644799,https://www.ncbi.nlm.nih.gov/pubmed/21644799,21644799,,
8,1546134,73398,Comparative Toxicogenomics Database (CTD),18alpha-Glycyrrhetinic acid,C119129,18alpha-glycyrrhetinic acid,https://ctdbase.org/detail.go?type=chem&acc=C119129,5468,PPARG,https://ctdbase.org/detail.go?type=gene&acc=5468,,,5468,PPARG,10116,Rattus norvegicus (Norway rat),18alpha-glycyrrhetinic acid inhibits the reaction [methotrexate results in decreased expression of PPARG protein]|18alpha-glycyrrhetinic acid inhibits the reaction [methotrexate results in decreased expression of PPARG mrna],,,PMID:28414158,https://www.ncbi.nlm.nih.gov/pubmed/28414158,28414158,,
9,1546135,73398,Comparative Toxicogenomics Database (CTD),18alpha-Glycyrrhetinic acid,C119129,18alpha-glycyrrhetinic acid,https://ctdbase.org/detail.go?type=chem&acc=C119129,4659,PPP1R12A,https://ctdbase.org/detail.go?type=gene&acc=4659,,,4659,PPP1R12A,9606,Homo sapiens (human),18alpha-glycyrrhetinic acid inhibits the reaction [[PDGFB protein co-treated with PDGFB protein] results in increased phosphorylation of PPP1R12A protein],,,PMID:31325423,https://www.ncbi.nlm.nih.gov/pubmed/31325423,31325423,,
10,1546331,73398,Comparative Toxicogenomics Database (CTD),18alpha-Glycyrrhetinic acid,C119129,18alpha-glycyrrhetinic acid,https://ctdbase.org/detail.go?type=chem&acc=C119129,5743,PTGS2,https://ctdbase.org/detail.go?type=gene&acc=5743,,,5743,PTGS2,10090,Mus musculus (house mouse),"18alpha-glycyrrhetinic acid inhibits the reaction [lipopolysaccharide, escherichia coli O111 B4 results in increased expression of PTGS2 mrna]|18alpha-glycyrrhetinic acid inhibits the reaction [lipopolysaccharide, escherichia coli O111 B4 results in increased expression of PTGS2 protein]",,,PMID:21644799,https://www.ncbi.nlm.nih.gov/pubmed/21644799,21644799,,
11,1546332,73398,Comparative Toxicogenomics Database (CTD),18alpha-Glycyrrhetinic acid,C119129,18alpha-glycyrrhetinic acid,https://ctdbase.org/detail.go?type=chem&acc=C119129,5970,RELA,https://ctdbase.org/detail.go?type=gene&acc=5970,,,5970,RELA,9606,Homo sapiens (human),18alpha-glycyrrhetinic acid inhibits the reaction [TNF protein results in decreased expression of RELA protein],,,PMID:24613819,https://www.ncbi.nlm.nih.gov/pubmed/24613819,24613819,,
12,1546333,73398,Comparative Toxicogenomics Database (CTD),18alpha-Glycyrrhetinic acid,C119129,18alpha-glycyrrhetinic acid,https://ctdbase.org/detail.go?type=chem&acc=C119129,387,RHOA,https://ctdbase.org/detail.go?type=gene&acc=387,,,387,RHOA,9606,Homo sapiens (human),18alpha-glycyrrhetinic acid inhibits the reaction [[PDGFB protein co-treated with PDGFB protein] results in increased expression of RHOA mrna]|18alpha-glycyrrhetinic acid inhibits the reaction [[PDGFB protein co-treated with PDGFB protein] results in increased expression of RHOA protein],,,PMID:31325423,https://www.ncbi.nlm.nih.gov/pubmed/31325423,31325423,,
13,1546334,73398,Comparative Toxicogenomics Database (CTD),18alpha-Glycyrrhetinic acid,C119129,18alpha-glycyrrhetinic acid,https://ctdbase.org/detail.go?type=chem&acc=C119129,6093,ROCK1,https://ctdbase.org/detail.go?type=gene&acc=6093,,,6093,ROCK1,9606,Homo sapiens (human),18alpha-glycyrrhetinic acid inhibits the reaction [[PDGFB protein co-treated with PDGFB protein] results in increased expression of ROCK1 protein]|18alpha-glycyrrhetinic acid inhibits the reaction [[PDGFB protein co-treated with PDGFB protein] results in increased expression of ROCK1 mrna],,,PMID:31325423,https://www.ncbi.nlm.nih.gov/pubmed/31325423,31325423,,
14,1546335,73398,Comparative Toxicogenomics Database (CTD),18alpha-Glycyrrhetinic acid,C119129,18alpha-glycyrrhetinic acid,https://ctdbase.org/detail.go?type=chem&acc=C119129,9475,ROCK2,https://ctdbase.org/detail.go?type=gene&acc=9475,,,9475,ROCK2,9606,Homo sapiens (human),18alpha-glycyrrhetinic acid inhibits the reaction [[PDGFB protein co-treated with PDGFB protein] results in increased expression of ROCK2 protein]|18alpha-glycyrrhetinic acid inhibits the reaction [[PDGFB protein co-treated with PDGFB protein] results in increased expression of ROCK2 mrna],,,PMID:31325423,https://www.ncbi.nlm.nih.gov/pubmed/31325423,31325423,,
15,1546336,73398,Comparative Toxicogenomics Database (CTD),18alpha-Glycyrrhetinic acid,C119129,18alpha-glycyrrhetinic acid,https://ctdbase.org/detail.go?type=chem&acc=C119129,860,RUNX2,https://ctdbase.org/detail.go?type=gene&acc=860,,,860,RUNX2,10090,Mus musculus (house mouse),18alpha-glycyrrhetinic acid inhibits the reaction [RUNX2 protein results in increased expression of BGLAP mrna]|18alpha-glycyrrhetinic acid inhibits the reaction [RUNX2 protein results in increased expression of ALPL mrna]|18alpha-glycyrrhetinic acid inhibits the reaction [BMP2 protein results in increased activity of RUNX2 protein],,,PMID:21910061,https://www.ncbi.nlm.nih.gov/pubmed/21910061,21910061,,
16,1546337,73398,Comparative Toxicogenomics Database (CTD),18alpha-Glycyrrhetinic acid,C119129,18alpha-glycyrrhetinic acid,https://ctdbase.org/detail.go?type=chem&acc=C119129,123264,SLC51B,https://ctdbase.org/detail.go?type=gene&acc=123264,,,123264,SLC51B,10090,Mus musculus (house mouse),18alpha-glycyrrhetinic acid inhibits the reaction [1-naphthylisothiocyanate results in increased expression of SLC51B mrna],,,PMID:28549656,https://www.ncbi.nlm.nih.gov/pubmed/28549656,28549656,,
17,1546338,73398,Comparative Toxicogenomics Database (CTD),18alpha-Glycyrrhetinic acid,C119129,18alpha-glycyrrhetinic acid,https://ctdbase.org/detail.go?type=chem&acc=C119129,28250,SLCO1A4,https://ctdbase.org/detail.go?type=gene&acc=28250,,,28250,Slco1a4,10090,Mus musculus (house mouse),18alpha-glycyrrhetinic acid inhibits the reaction [1-naphthylisothiocyanate results in increased expression of SLCO1A4 mrna],,,PMID:28549656,https://www.ncbi.nlm.nih.gov/pubmed/28549656,28549656,,
18,1546526,73398,Comparative Toxicogenomics Database (CTD),18alpha-Glycyrrhetinic acid,C119129,18alpha-glycyrrhetinic acid,https://ctdbase.org/detail.go?type=chem&acc=C119129,121340,SP7,https://ctdbase.org/detail.go?type=gene&acc=121340,,,121340,SP7,10090,Mus musculus (house mouse),18alpha-glycyrrhetinic acid inhibits the reaction [BMP2 protein results in increased expression of SP7 mrna],,,PMID:21910061,https://www.ncbi.nlm.nih.gov/pubmed/21910061,21910061,,
19,1546527,73398,Comparative Toxicogenomics Database (CTD),18alpha-Glycyrrhetinic acid,C119129,18alpha-glycyrrhetinic acid,https://ctdbase.org/detail.go?type=chem&acc=C119129,5243,ABCB1,https://ctdbase.org/detail.go?type=gene&acc=5243,,,5243,ABCB1,9606,Homo sapiens (human),18alpha-glycyrrhetinic acid inhibits the reaction [ABCB1 protein results in increased transport of digoxin],,,PMID:24380838,https://www.ncbi.nlm.nih.gov/pubmed/24380838,24380838,,
