, id,cid,dsn,cmpdname,srccmpd,srccmpdname,srccmpdurl,srctarget,srctargetname,srctargeturl,protacxn,protname,geneid,genename,taxid,taxname,action,actname,actvalue,evids,evurls,pmids,dois,citations
0,1678752,5281416,IUPHAR/BPS Guide to PHARMACOLOGY,Esculetin,5180,esculetin,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=5180,1321,CYP2A6,https://guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1321,P11509,Cytochrome P450 2A6,1548,CYP2A6,9606,Homo sapiens (human),Inhibition,pIC50,6.41,PMID:31163215,https://www.ncbi.nlm.nih.gov/pubmed/31163215,31163215,,
1,1763435,5281416,Comparative Toxicogenomics Database (CTD),Esculetin,C007628,esculetin,https://ctdbase.org/detail.go?type=chem&acc=C007628,595,CCND1,https://ctdbase.org/detail.go?type=gene&acc=595,,,595,CCND1,9606,Homo sapiens (human),Esculetin results in decreased expression of CCND1 protein,,,PMID:31313495,https://www.ncbi.nlm.nih.gov/pubmed/31313495,31313495,,
2,1763436,5281416,Comparative Toxicogenomics Database (CTD),Esculetin,C007628,esculetin,https://ctdbase.org/detail.go?type=chem&acc=C007628,595,CCND1,https://ctdbase.org/detail.go?type=gene&acc=595,,,595,CCND1,10116,Rattus norvegicus (Norway rat),Esculetin results in decreased expression of CCND1 protein,,,PMID:21600278,https://www.ncbi.nlm.nih.gov/pubmed/21600278,21600278,,
3,1763437,5281416,Comparative Toxicogenomics Database (CTD),Esculetin,C007628,esculetin,https://ctdbase.org/detail.go?type=chem&acc=C007628,11607,AGTR1A,https://ctdbase.org/detail.go?type=gene&acc=11607,,,11607,Agtr1a,10116,Rattus norvegicus (Norway rat),Esculetin inhibits the reaction [dietary fats results in increased expression of AGTR1A mrna]|esculetin inhibits the reaction [[streptozocin co-treated with dietary fats] results in increased expression of AGTR1A mrna],,,PMID:28946194,https://www.ncbi.nlm.nih.gov/pubmed/28946194,28946194,,
4,1763438,5281416,Comparative Toxicogenomics Database (CTD),Esculetin,C007628,esculetin,https://ctdbase.org/detail.go?type=chem&acc=C007628,637,BID,https://ctdbase.org/detail.go?type=gene&acc=637,,,637,BID,9606,Homo sapiens (human),[arsenic trioxide co-treated with esculetin] results in increased cleavage of BID protein,,,PMID:19428345,https://www.ncbi.nlm.nih.gov/pubmed/19428345,19428345,,
5,1763618,5281416,Comparative Toxicogenomics Database (CTD),Esculetin,C007628,esculetin,https://ctdbase.org/detail.go?type=chem&acc=C007628,186,AGTR2,https://ctdbase.org/detail.go?type=gene&acc=186,,,186,AGTR2,10116,Rattus norvegicus (Norway rat),Esculetin promotes the reaction [[streptozocin co-treated with dietary fats] results in increased expression of AGTR2 mrna]|esculetin inhibits the reaction [dietary fats results in increased expression of AGTR2 mrna],,,PMID:28946194,https://www.ncbi.nlm.nih.gov/pubmed/28946194,28946194,,
6,1763619,5281416,Comparative Toxicogenomics Database (CTD),Esculetin,C007628,esculetin,https://ctdbase.org/detail.go?type=chem&acc=C007628,207,AKT1,https://ctdbase.org/detail.go?type=gene&acc=207,,,207,AKT1,9606,Homo sapiens (human),Esculetin results in increased phosphorylation of AKT1 protein,,,PMID:24995577,https://www.ncbi.nlm.nih.gov/pubmed/24995577,24995577,,
7,1763620,5281416,Comparative Toxicogenomics Database (CTD),Esculetin,C007628,esculetin,https://ctdbase.org/detail.go?type=chem&acc=C007628,246,ALOX15,https://ctdbase.org/detail.go?type=gene&acc=246,,,246,ALOX15,9606,Homo sapiens (human),Esculetin results in decreased expression of ALOX15 protein,,,PMID:30171828,https://www.ncbi.nlm.nih.gov/pubmed/30171828,30171828,,
8,1763621,5281416,Comparative Toxicogenomics Database (CTD),Esculetin,C007628,esculetin,https://ctdbase.org/detail.go?type=chem&acc=C007628,578,BAK1,https://ctdbase.org/detail.go?type=gene&acc=578,,,578,BAK1,9606,Homo sapiens (human),Esculetin results in increased expression of BAK1 protein,,,PMID:26388407,https://www.ncbi.nlm.nih.gov/pubmed/26388407,26388407,,
9,1763622,5281416,Comparative Toxicogenomics Database (CTD),Esculetin,C007628,esculetin,https://ctdbase.org/detail.go?type=chem&acc=C007628,581,BAX,https://ctdbase.org/detail.go?type=gene&acc=581,,,581,BAX,9606,Homo sapiens (human),Esculetin affects the expression of BAX protein,,,PMID:24995577,https://www.ncbi.nlm.nih.gov/pubmed/24995577,24995577,,
